,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
51,48462.34316770187,68.47665562575146,4.141668052581478,0.061349067878499364,3.022526281057657,2.533117762738409,0.7807254890443264,46764.4737654321,68.05073517720797,5.285151437993338,0.07909920957607909,3.4778398788825484,3.2363505239067365,0.8568800177330994,8451_2531,35.0,24.0,11.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
52,45366.697204968936,64.94813226606689,4.232772672138009,0.06582736590712414,2.8191735949084418,2.327713988351308,0.7790095058724515,29400.73953488372,60.69041815634672,6.598149322233211,0.1104340306404412,3.4958089328501023,3.4687533775848105,0.9137301408078564,8120_8585,17.0,11.0,6.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
53,48546.21913580247,62.5097648263502,4.162312962496029,0.06745662506144781,3.5122675903922835,2.942330742154067,0.7914853487215285,45366.697204968936,64.94813226606689,4.232772672138009,0.06582736590712414,2.8191735949084418,2.327713988351308,0.7790095058724515,6318_8120,21.0,19.0,2.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
54,45892.483670295485,64.78659941237007,5.3649443905712255,0.08434202320217353,4.611956050880248,3.403692480076008,0.7051509386699804,48546.21913580247,62.5097648263502,4.162312962496029,0.06745662506144781,3.5122675903922835,2.942330742154067,0.7914853487215285,6317_6318,10.0,7.0,3.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
55,45747.61111111112,68.20437250090669,6.395858300250295,0.09577712149661287,5.419222845190227,4.367397910802047,0.7711044353765549,45892.483670295485,64.78659941237007,5.3649443905712255,0.08434202320217353,4.611956050880248,3.403692480076008,0.7051509386699804,6046_6317,14.0,13.0,1.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
56,46764.4737654321,68.05073517720797,5.285151437993338,0.07909920957607909,3.4778398788825484,3.2363505239067365,0.8568800177330994,45747.61111111112,68.20437250090669,6.395858300250295,0.09577712149661287,5.419222845190227,4.367397910802047,0.7711044353765549,2531_6046,12.0,8.0,4.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
57,37865.93672839506,67.6879221217049,8.022213360925479,0.12117989882979673,3.8922684961764866,4.671263735053913,1.0683783034917114,39459.73456790124,69.61601138207695,8.834211428439339,0.1303899522128852,5.005270059090962,5.51805640458008,1.0036618861176807,8449_5988,13.0,10.0,3.0,58,2,58,1,58,1,58,59,1,57,59,417,FL-417 N,N,Freeway,0.298582865245,0.004553855198229999,8449,5988,N,2,65863,5,417,78344,65863,70,41,70.0,0.004553855198229999
58,39459.73456790124,69.61601138207695,8.834211428439339,0.1303899522128852,5.005270059090962,5.51805640458008,1.0036618861176807,41022.101851851854,69.14327290644236,4.922291737195732,0.07219375999177242,5.591788380975545,4.126671224668363,0.7344943994630767,5988_6758,40.0,28.0,12.0,59,2,60,1,59,1,59,61,1,58,61,417,FL-417 N,N,Freeway,0.550440804664,0.00826887499039,5988,6758,N,2,65863,5,417,78344,65863,70,39,70.0,0.00826887499039
59,83511.48673946958,66.98878598101157,2.1985934725647818,0.03283805461573538,2.416712832612683,1.4936910283232954,0.6220408349835156,22974.23456790124,70.96954554305125,2.544270912295105,0.03587973453247365,3.2246571868620317,1.991849489487309,0.6226282143670433,8579_6492,3.0,2.0,1.0,60,2,2,1,60,1,60,0,1,59,2,417,FL-417 S,S,Freeway,0.343773470434,0.0,8579,6492,W,2,45451,4,417,42940,45451,65,57,65.0,0.00563363802514
60,37859.702160493835,67.6994418023115,3.554033321333267,0.05276435679603792,2.9242807121547854,1.6869792215567392,0.5785512284620857,36894.29457364341,64.88124127314921,2.635085959245984,0.04076009548583201,3.1993116116324654,1.923569616274928,0.6012180503941016,6889_6071,2.0,1.0,1.0,61,2,3,1,61,1,61,0,1,60,3,417,FL-417 S,S,Freeway,0.341332374707,0.0,6889,6071,W,2,45451,4,417,69500,45451,70,0,70.0,0.0055685035959300005
61,36894.29457364341,64.88124127314921,2.635085959245984,0.04076009548583201,3.1993116116324654,1.923569616274928,0.6012180503941016,83511.48673946958,66.98878598101157,2.1985934725647818,0.03283805461573538,2.416712832612683,1.4936910283232954,0.6220408349835156,6071_8579,23.0,19.0,4.0,62,2,5,1,62,1,62,0,1,61,5,417,FL-417 S,S,Freeway,0.9252045618629999,0.0,6071,8579,W,2,45451,4,417,69500,45451,70,0,70.0,0.0150605915066
62,37667.8487654321,68.22216907408615,2.681608399951211,0.03962391835450616,3.5746866600308995,2.2523027776598354,0.6212778798988497,37573.58796296296,73.42912576803752,3.0585730343656263,0.041900148539821165,5.469524152742723,3.445194669158659,0.6284805435449912,8292_6975,20.0,16.0,4.0,63,2,6,1,63,1,63,0,1,62,6,417,FL-417 S,S,Freeway,1.31667483078,0.0,8292,6975,W,2,45451,4,417,69500,45451,70,0,70.0,0.020785421668099997
63,37847.873456790134,68.46918921506233,2.5404158066732063,0.03718873713122574,2.664749412377277,1.5323099760804064,0.5743559117811274,37667.8487654321,68.22216907408615,2.681608399951211,0.03962391835450616,3.5746866600308995,2.2523027776598354,0.6212778798988497,8290_8292,7.0,4.0,3.0,64,2,7,1,64,1,64,0,1,63,7,417,FL-417 S,S,Freeway,0.904211933125,0.0,8290,8292,S,3,45451,6,0,76000,45451,70,0,70.0,0.014383935775999999
64,37893.20620155038,65.94627872535166,2.4676134090290085,0.03757221687159741,3.5830103784768563,2.106104291187654,0.5891627012169577,37847.873456790134,68.46918921506233,2.5404158066732063,0.03718873713122574,2.664749412377277,1.5323099760804064,0.5743559117811274,8277_8290,8.0,7.0,1.0,65,2,8,1,65,1,65,0,1,64,8,417,FL-417 S,S,Freeway,0.453181851131,0.0,8277,8290,W,2,45451,4,417,48500,45451,70,0,70.0,0.0074273690342799995
65,37573.58796296296,73.42912576803752,3.0585730343656263,0.041900148539821165,5.469524152742723,3.445194669158659,0.6284805435449912,37859.702160493835,67.6994418023115,3.554033321333267,0.05276435679603792,2.9242807121547854,1.6869792215567392,0.5785512284620857,6975_6889,8.0,4.0,4.0,66,2,9,1,66,1,66,0,1,65,9,417,FL-417 S,S,Freeway,0.555496929504,0.0,6975,6889,W,2,45451,4,417,69500,45451,70,0,70.0,0.009061036913049998
66,29129.29320987654,64.44103653104948,2.5887324259892632,0.040298010468810826,2.8975395210864985,1.6792380327730805,0.5772993927742808,37160.1515625,71.45873771130286,3.2208043409399583,0.04540328019740472,4.505718756799509,2.8695639363606102,0.6394208793412448,9176_7090,6.0,4.0,2.0,67,2,10,1,67,1,67,0,1,66,10,417,FL-417 S,S,Freeway,0.546637497002,0.0,9176,7090,W,2,45451,4,417,49500,45451,70,0,70.0,0.008977531572120001
67,47699.99382716049,63.15817584141657,3.016310846241756,0.047940807473218834,4.746695745280107,3.027591346114088,0.6370699208976158,29129.29320987654,64.44103653104948,2.5887324259892632,0.040298010468810826,2.8975395210864985,1.6792380327730805,0.5772993927742808,8486_9176,8.0,6.0,2.0,68,2,11,1,68,1,68,0,1,67,11,417,FL-417 S,S,Freeway,0.502781157042,0.0,8486,9176,W,2,45451,4,417,49500,45451,70,0,70.0,0.008257142353640001
68,37190.495327102806,68.23167545350887,2.9310171712467907,0.04301444897158569,3.183988546459957,1.9254754001665848,0.606511800473164,37893.20620155038,65.94627872535166,2.4676134090290085,0.03757221687159741,3.5830103784768563,2.106104291187654,0.5891627012169577,8283_8277,4.0,3.0,1.0,69,2,12,1,69,1,69,0,1,68,12,417,FL-417 S,S,Freeway,0.43647990356,0.0,8283,8277,W,2,45451,4,417,48687,45451,70,0,70.0,0.0070535035786499995
69,37160.1515625,71.45873771130286,3.2208043409399583,0.04540328019740472,4.505718756799509,2.8695639363606102,0.6394208793412448,37190.495327102806,68.23167545350887,2.9310171712467907,0.04301444897158569,3.183988546459957,1.9254754001665848,0.606511800473164,7090_8283,7.0,7.0,0.0,70,2,13,1,70,1,70,0,1,69,13,417,FL-417 S,S,Freeway,0.99231920565,0.0,7090,8283,S,2,45451,4,91,95000,45451,70,0,70.0,0.0161079110914
70,40926.06037151703,68.22402164319071,3.631629609121292,0.05388044953873547,4.041264113045404,2.671872607557038,0.6559655934800391,47699.99382716049,63.15817584141657,3.016310846241756,0.047940807473218834,4.746695745280107,3.027591346114088,0.6370699208976158,8484_8486,10.0,7.0,3.0,71,2,14,1,71,1,71,0,1,70,14,417,FL-417 S,S,Freeway,0.643379383497,0.0,8484,8486,W,2,45451,4,417,49500,45451,70,0,70.0,0.010552096653400001
71,40437.969889064974,69.42532903307483,6.373901697273633,0.09335180529022237,6.455291851350711,4.930281574989471,0.7479062990303065,40926.06037151703,68.22402164319071,3.631629609121292,0.05388044953873547,4.041264113045404,2.671872607557038,0.6559655934800391,6700_8484,21.0,16.0,5.0,72,2,15,1,72,1,72,0,1,71,15,417,FL-417 S,S,Freeway,0.685634410637,0.0,6700,8484,W,2,65863,4,417,49500,45451,70,0,70.0,0.011255376309899999
72,40696.01081916538,64.94956800329545,7.426055049043584,0.11729279779423538,4.771314483716833,4.849010708288162,0.9234639149605428,40437.969889064974,69.42532903307483,6.373901697273633,0.09335180529022237,6.455291851350711,4.930281574989471,0.7479062990303065,6323_6700,18.0,11.0,7.0,73,2,16,1,73,1,73,0,1,72,16,417,FL-417 S,S,Freeway,0.676983046993,0.0,6323,6700,W,2,65863,4,417,49500,65863,70,0,70.0,0.0111111462441
73,40588.68209876544,64.08106791107919,5.909689139504581,0.0937666338855535,3.767299646574527,3.1686128539121494,0.7884894790770203,40696.01081916538,64.94956800329545,7.426055049043584,0.11729279779423538,4.771314483716833,4.849010708288162,0.9234639149605428,6299_6323,6.0,4.0,2.0,74,2,17,1,74,1,74,0,1,73,17,417,FL-417 S,S,Freeway,0.400506023785,0.0,6299,6323,W,2,65863,4,417,49500,65863,70,0,70.0,0.00657305147509
74,30736.52329192547,69.14348970475405,3.477330812699281,0.05070334102636837,2.469123471290579,1.980264618440285,0.7782493425089437,30531.066358024687,69.94457486396688,4.233723136952319,0.06168790162458523,2.7789348914971344,2.365542337214526,0.8093620501744039,11015_8482,29.0,24.0,5.0,75,2,18,1,75,1,75,0,1,74,18,417,FL-417 S,S,Freeway,0.785772859603,0.0,11015,8482,W,2,65863,4,417,47654,65863,70,0,70.0,0.012835521021
75,29899.93290734824,68.91872597144449,3.085860712089996,0.04512282192999155,2.930352483195489,2.1327505116431227,0.7205976952124469,30736.52329192547,69.14348970475405,3.477330812699281,0.05070334102636837,2.469123471290579,1.980264618440285,0.7782493425089437,8601_11015,8.0,4.0,4.0,76,2,19,1,76,1,76,0,1,75,19,417,FL-417 S,S,Freeway,0.23333832561700002,0.0,8601,11015,W,2,65863,4,417,47654,65863,70,0,70.0,0.0038109146591599995
76,30531.066358024687,69.94457486396688,4.233723136952319,0.06168790162458523,2.7789348914971344,2.365542337214526,0.8093620501744039,40652.18364197531,71.47776289969188,3.6609655740421965,0.0519468738676088,2.9250180278062747,2.263024417401727,0.7370580493063352,8482_6618,9.0,4.0,5.0,77,2,20,1,77,1,77,0,1,76,20,417,FL-417 S,S,Freeway,0.245238290843,0.0,8482,6618,W,2,65863,4,417,47654,65863,70,0,70.0,0.00400776084026
77,32148.5200617284,67.39364698706058,3.042313185558441,0.04539892937531823,3.4033473743307616,2.4502912776079504,0.7093146222284095,31728.199066874033,74.13512300446673,3.141145759569841,0.04272768812638856,4.229185724742257,3.1692566449804085,0.7403007459153143,8478_6486,5.0,3.0,2.0,78,2,21,1,78,1,78,0,1,77,21,417,FL-417 S,S,Freeway,0.568842641784,0.0,8478,6486,W,2,65863,4,417,45500,65863,70,0,70.0,0.00918172382702
78,40652.18364197531,71.47776289969188,3.6609655740421965,0.0519468738676088,2.9250180278062747,2.263024417401727,0.7370580493063352,40588.68209876544,64.08106791107919,5.909689139504581,0.0937666338855535,3.767299646574527,3.1686128539121494,0.7884894790770203,6618_6299,21.0,11.0,10.0,79,2,22,1,79,1,79,0,1,78,22,417,FL-417 S,S,Freeway,0.785759402068,0.0,6618,6299,W,2,65863,4,417,49500,65863,70,0,70.0,0.0128970603721
79,31728.199066874033,74.13512300446673,3.141145759569841,0.04272768812638856,4.229185724742257,3.1692566449804085,0.7403007459153143,29899.93290734824,68.91872597144449,3.085860712089996,0.04512282192999155,2.930352483195489,2.1327505116431227,0.7205976952124469,6486_8601,15.0,12.0,3.0,80,2,23,1,80,1,80,0,1,79,23,417,FL-417 S,S,Freeway,0.549202126452,0.0,6486,8601,W,2,65863,4,417,47654,65863,70,0,70.0,0.00890704341611
80,31332.24382716049,69.34875282702046,2.706068623293889,0.03914124606890043,2.5878207926691474,1.8727795201467488,0.7181690601380009,32148.5200617284,67.39364698706058,3.042313185558441,0.04539892937531823,3.4033473743307616,2.4502912776079504,0.7093146222284095,8603_8478,9.0,5.0,4.0,81,2,24,1,81,1,81,0,1,80,24,417,FL-417 S,S,Freeway,0.663497519079,0.0,8603,8478,W,2,65863,4,417,45500,65863,70,0,70.0,0.0107101926905
81,31398.230889235565,75.61733753648066,2.4699845326478918,0.03278542899633671,4.361417403702805,3.1622055854512943,0.71967943279735,31332.24382716049,69.34875282702046,2.706068623293889,0.03914124606890043,2.5878207926691474,1.8727795201467488,0.7181690601380009,6170_8603,13.0,9.0,4.0,82,2,25,1,82,1,82,0,1,81,25,417,FL-417 S,S,Freeway,0.8435224530609999,0.0,6170,8603,W,2,65863,4,417,45500,65863,70,0,70.0,0.0136065154941
82,33785.213166144196,68.35381657008371,4.156878314376091,0.061404223416957726,3.112052924055308,2.5810305993428035,0.8078374742169754,31471.02314814815,69.81611877367911,2.4526154451992923,0.03523180993459416,2.6710701933376493,1.9729840357339063,0.7321602161202603,8596_8510,7.0,3.0,4.0,83,2,26,1,83,1,83,0,1,82,26,417,FL-417 S,S,Freeway,0.8656342291470001,0.0,8596,8510,S,3,65863,4,15,35500,65863,70,0,70.0,0.013751320828799998
83,31471.02314814815,69.81611877367911,2.4526154451992923,0.03523180993459416,2.6710701933376493,1.9729840357339063,0.7321602161202603,30816.063467492262,72.75505982055492,2.6061255835096984,0.03596156970817789,4.011013554769267,2.9770154060616147,0.7361057931439097,8510_6855,2.0,2.0,0.0,84,2,27,1,84,1,84,0,1,83,27,417,FL-417 S,S,Freeway,0.34140083265,0.0,8510,6855,W,2,65863,4,417,45500,65863,70,0,70.0,0.00520647354583
84,30816.063467492262,72.75505982055492,2.6061255835096984,0.03596156970817789,4.011013554769267,2.9770154060616147,0.7361057931439097,31398.230889235565,75.61733753648066,2.4699845326478918,0.03278542899633671,4.361417403702805,3.1622055854512943,0.71967943279735,6855_6170,4.0,3.0,1.0,85,2,28,1,85,1,85,0,1,84,28,417,FL-417 S,S,Freeway,0.623191601603,0.0,6855,6170,W,2,65863,4,417,45500,65863,70,0,70.0,0.00949151163552
85,36204.051242236026,74.02355540158338,3.4733612159158143,0.04717829513315182,3.4534316903043325,2.5427632774685294,0.7183845075873079,32988.42901234568,67.93396235994825,4.6520892346517755,0.06904081808987263,3.6861290237694235,2.8414079291753778,0.7538256644854546,8536_8514,8.0,6.0,2.0,86,2,29,1,86,1,86,0,1,85,29,417,FL-417 S,S,Freeway,0.306133055603,0.0,8536,8514,S,2,65863,4,417,82000,65863,70,52,70.0,0.00445169703092
86,36452.32605304213,67.16542703130469,4.685465862796248,0.07010231328309126,3.8584997272563673,2.787780759024536,0.7123826471393513,36204.051242236026,74.02355540158338,3.4733612159158143,0.04717829513315182,3.4534316903043325,2.5427632774685294,0.7183845075873079,8516_8536,16.0,8.0,8.0,87,2,30,1,87,1,87,0,1,86,30,417,FL-417 S,S,Freeway,0.595046505856,0.0,8516,8536,S,2,65863,4,417,82000,65863,70,68,70.0,0.008660377810749999
87,32988.42901234568,67.93396235994825,4.6520892346517755,0.06904081808987263,3.6861290237694235,2.8414079291753778,0.7538256644854546,33905.0725308642,71.50904632400444,4.0591151499557885,0.05729199264864537,3.494995043707465,2.6722488277466447,0.7419416744136572,8514_6174,5.0,3.0,2.0,88,2,31,1,88,1,88,0,1,87,31,417,FL-417 S,S,Freeway,0.353318402504,0.0,8514,6174,S,2,65863,4,417,82000,65863,70,101,70.0,0.00521311576304
88,33905.0725308642,71.50904632400444,4.0591151499557885,0.05729199264864537,3.494995043707465,2.6722488277466447,0.7419416744136572,33785.213166144196,68.35381657008371,4.156878314376091,0.061404223416957726,3.112052924055308,2.5810305993428035,0.8078374742169754,6174_8596,7.0,4.0,3.0,89,2,32,1,89,1,89,0,1,88,32,417,FL-417 S,S,Freeway,0.7148514318989999,0.0,6174,8596,S,2,65863,4,417,82000,65863,70,0,70.0,0.011124147515100002
89,37464.998456790134,72.25987550183964,4.0712931849625935,0.05675900165106423,3.5931983847698263,2.6982062180309287,0.7367352597515617,36452.32605304213,67.16542703130469,4.685465862796248,0.07010231328309126,3.8584997272563673,2.787780759024536,0.7123826471393513,8391_8516,5.0,5.0,0.0,90,2,33,1,90,1,90,0,1,89,33,417,FL-417 S,S,Freeway,0.38909142458400003,0.0,8391,8516,S,2,65863,4,417,82000,65863,70,52,70.0,0.00566226912227
90,37552.20888157895,71.5091603644681,3.28003046557956,0.04632542754531575,3.2923150103088266,2.651646946764401,0.7818754076114649,37464.998456790134,72.25987550183964,4.0712931849625935,0.05675900165106423,3.5931983847698263,2.6982062180309287,0.7367352597515617,7999_8391,18.0,11.0,7.0,91,2,34,1,91,1,91,0,1,90,34,417,FL-417 S,S,Freeway,0.42654349412,0.0,7999,8391,S,2,65863,4,417,83057,65863,70,53,70.0,0.00620764730641
91,47694.1937007874,70.22413753824452,2.6877411777006133,0.03864758708778727,2.4762484949669017,1.740500169869574,0.6856697981979596,37552.20888157895,71.5091603644681,3.28003046557956,0.04632542754531575,3.2923150103088266,2.651646946764401,0.7818754076114649,7991_7999,5.0,4.0,1.0,92,2,35,1,92,1,92,0,1,91,35,417,FL-417 S,S,Freeway,1.16064343084,0.0,7991,7999,E,2,65863,4,528,73393,65863,70,76,70.0,0.0168786070234
92,51108.69598765432,72.90668683102024,2.423754458934741,0.03353577537333908,3.198661937787885,2.2025219994489014,0.6729058033498175,47694.1937007874,70.22413753824452,2.6877411777006133,0.03864758708778727,2.4762484949669017,1.740500169869574,0.6856697981979596,7092_7991,0.0,0.0,0.0,93,2,36,1,93,1,93,0,1,92,36,417,FL-417 S,S,Freeway,0.0830421373382,0.0,7092,7991,S,2,65863,4,417,83057,65863,70,52,70.0,0.00122168868435
93,48355.569444444445,70.68748629284103,2.5936964253424395,0.036881539497159416,3.1456955506323703,2.121784498985747,0.6618445779887429,90537.85906040267,73.55254597467443,2.101462265002124,0.02868992761452876,3.106144626196618,2.118539599607251,0.6725785755180748,8555_8559,7.0,6.0,1.0,94,2,37,1,94,1,94,0,1,93,37,417,FL-417 S,S,Freeway,0.41091191598300003,0.0,8555,8559,S,2,65863,6,417,97034,65863,70,63,70.0,0.00608646651501
94,90537.85906040267,73.55254597467443,2.101462265002124,0.02868992761452876,3.106144626196618,2.118539599607251,0.6725785755180748,68033.97685185184,72.92247270319208,2.272210303314353,0.03127533610734338,3.485242954079256,2.324531742256957,0.6600167608179919,8559_6030,15.0,10.0,5.0,95,2,38,1,95,1,95,0,1,94,38,417,FL-417 S,S,Freeway,1.03789945523,0.0,8559,6030,S,2,65863,6,417,97034,65863,70,63,70.0,0.015239944357700002
95,51264.12519319938,71.28916143190062,2.2979686448654806,0.032372261718149505,3.496112149130622,2.292391643619561,0.64833754369256,51108.69598765432,72.90668683102024,2.423754458934741,0.03353577537333908,3.198661937787885,2.2025219994489014,0.6729058033498175,8546_7092,38.0,24.0,14.0,96,2,39,1,96,1,96,0,1,95,39,417,FL-417 S,S,Freeway,1.12851973566,0.0,8546,7092,S,2,65863,6,417,96500,65863,70,80,70.0,0.0167365149054
96,50386.17592592593,71.24821910108663,2.627636928325249,0.03705656070048124,3.0654381442948027,2.0299114767743656,0.6550706565731109,51264.12519319938,71.28916143190062,2.2979686448654806,0.032372261718149505,3.496112149130622,2.292391643619561,0.64833754369256,8383_8546,11.0,9.0,2.0,97,2,40,1,97,1,97,0,1,96,40,417,FL-417 S,S,Freeway,0.598281138529,0.0,8383,8546,S,2,65863,6,417,96500,65863,70,51,70.0,0.008748998254360001
97,52047.50154320987,70.09025246664241,2.555194287481566,0.03663923672684143,3.6499885809217054,2.4550701952927745,0.6644133556631592,50386.17592592593,71.24821910108663,2.627636928325249,0.03705656070048124,3.0654381442948027,2.0299114767743656,0.6550706565731109,6895_8383,5.0,3.0,2.0,98,2,41,1,98,1,98,0,1,97,41,417,FL-417 S,S,Freeway,0.245820660608,0.0,6895,8383,S,2,65863,6,417,96500,65863,70,46,70.0,0.00359398865315
98,51565.52777777778,70.67489299689028,2.569762870011889,0.03657475488635865,3.054382158267153,1.960020170270685,0.6339810101835148,52047.50154320987,70.09025246664241,2.555194287481566,0.03663923672684143,3.6499885809217054,2.4550701952927745,0.6644133556631592,6316_6895,1.0,1.0,0.0,99,2,42,1,99,1,99,0,1,98,42,417,FL-417 S,S,Freeway,0.384461451754,0.0,6316,6895,S,2,65863,6,417,96500,65863,70,46,70.0,0.0056234813884300005
99,68033.97685185184,72.92247270319208,2.272210303314353,0.03127533610734338,3.485242954079256,2.324531742256957,0.6600167608179919,51565.52777777778,70.67489299689028,2.569762870011889,0.03657475488635865,3.054382158267153,1.960020170270685,0.6339810101835148,6030_6316,4.0,2.0,2.0,100,2,43,1,100,1,100,0,1,99,43,417,FL-417 S,S,Freeway,0.20429148982200002,0.0,6030,6316,S,2,65863,6,417,96500,65863,70,49,70.0,0.00297498721815
100,48607.21696574225,66.83857521615197,2.4187383334660413,0.036508077771282885,3.4719258337440406,2.4636081235715817,0.6903749734838625,48607.21696574225,66.83857521615197,2.4187383334660413,0.036508077771282885,3.4719258337440406,2.4636081235715817,0.6903749734838625,7071_11709,0.0,0.0,0.0,101,2,44,1,101,1,101,0,1,100,44,417,FL-417 S,S,Freeway,0.0142650839994,0.0,7071,11709,S,2,65863,4,417,97500,65863,70,0,70.0,0.00020986073776099997
101,48607.21696574225,66.83857521615197,2.4187383334660413,0.036508077771282885,3.4719258337440406,2.4636081235715817,0.6903749734838625,47572.16512345678,132.00307988828555,3.53588503010066,0.02700891380582806,4.572593821693468,3.0412310755923646,0.6535549234548944,7071_6968,10.0,6.0,4.0,102,2,45,1,102,1,102,0,1,101,45,417,FL-417 S,S,Freeway,0.715842621982,0.0,7071,6968,S,2,65863,4,417,97500,65863,70,0,70.0,0.0104132712329
102,28468.725705329154,70.82699148298589,3.2882129047595248,0.046836313290404816,3.96630472909972,2.7426882864577866,0.6836931236291101,,,,,,,,11875_6251,1.0,1.0,0.0,103,2,46,1,103,1,103,0,1,102,46,417,FL-417 S,S,Freeway,0.115234451698,0.0,11875,6251,S,2,65863,6,417,69354,65863,70,0,70.0,0.00178172535959
103,47572.16512345678,132.00307988828555,3.53588503010066,0.02700891380582806,4.572593821693468,3.0412310755923646,0.6535549234548944,48355.569444444445,70.68748629284103,2.5936964253424395,0.036881539497159416,3.1456955506323703,2.121784498985747,0.6618445779887429,6968_8555,26.0,18.0,8.0,104,2,47,1,104,1,104,0,1,103,47,417,FL-417 S,S,Freeway,1.05000682196,0.0,6968,8555,S,2,65863,4,417,97500,65863,70,43,70.0,0.015279000597600002
104,48672.57187017002,64.92826570186239,2.813069939223463,0.043580795644223486,3.02837740587546,2.0384045967048667,0.6654281444975455,28468.725705329154,70.82699148298589,3.2882129047595248,0.046836313290404816,3.96630472909972,2.7426882864577866,0.6836931236291101,8568_11875,12.0,6.0,6.0,105,2,48,1,105,1,105,0,1,104,48,417,FL-417 S,S,Freeway,0.460695843984,0.0,8568,11875,S,2,65863,6,417,69354,65863,65,64,65.0,0.00712393992797
105,48320.00462962963,64.90947107290833,2.291626466459097,0.035480678982799135,2.2323515859752017,1.5322448643473574,0.6796718964289908,48672.57187017002,64.92826570186239,2.813069939223463,0.043580795644223486,3.02837740587546,2.0384045967048667,0.6654281444975455,8453_8568,5.0,2.0,3.0,106,2,49,1,106,1,106,0,1,105,49,417,FL-417 S,S,Freeway,0.526801969099,0.0,8453,8568,S,2,65863,6,417,69354,65863,70,57,70.0,0.008114201248850001
106,,,,,,,,48607.21696574225,66.83857521615197,2.4187383334660413,0.036508077771282885,3.4719258337440406,2.4636081235715817,0.6903749734838625,6251_11709,10.0,8.0,2.0,107,2,50,1,107,1,107,0,1,106,50,417,FL-417 S,S,Freeway,0.434654958051,0.0,6251,11709,S,2,65863,4,417,97500,65863,70,0,70.0,0.006597289192380001
107,44604.317829457366,57.47560937470063,3.4702195244812497,0.0610009071873689,5.227291241446596,3.643227245043338,0.6883353942898238,47483.79037267081,66.18417842298241,3.4943491572094527,0.053442002674676685,4.509004228676033,3.0664115294987218,0.6685631410672817,8588_8118,29.0,21.0,8.0,108,2,51,1,108,1,108,0,1,107,51,417,FL-417 S,S,Freeway,0.314190599054,0.0,8588,8118,S,2,65863,5,417,83459,65863,70,102,70.0,0.00458940847371
108,49057.108527131786,66.57241364541514,2.5883337618903526,0.03908654770966248,3.32002130547826,2.2739373144425987,0.678638701249245,48320.00462962963,64.90947107290833,2.291626466459097,0.035480678982799135,2.2323515859752017,1.5322448643473574,0.6796718964289908,8572_8453,15.0,14.0,1.0,109,2,52,1,109,1,109,0,1,108,52,417,FL-417 S,S,Freeway,0.952765149993,0.0,8572,8453,W,3,65863,6,50,56410,65863,70,54,70.0,0.013930287199699999
109,47482.23919753086,69.9503076533735,2.4860871227998707,0.035754083788412605,3.2143611786301833,2.1498203893773926,0.6600771523140355,49057.108527131786,66.57241364541514,2.5883337618903526,0.03908654770966248,3.32002130547826,2.2739373144425987,0.678638701249245,8563_8572,8.0,4.0,4.0,110,2,53,1,110,1,110,0,1,109,53,417,FL-417 S,S,Freeway,0.319507970381,0.0,8563,8572,S,2,65863,6,417,91500,65863,70,67,70.0,0.00467276097257
110,45875.62345679013,67.24128547588259,4.217676772103921,0.06335487773924478,4.257333569258397,2.923608367556884,0.6853036654521071,47110.62208398134,65.340793281312,3.4781870089744253,0.053958121568282134,4.455221987824769,3.1490784969256684,0.6921481827758258,8456_6789,7.0,5.0,2.0,111,2,54,1,111,1,111,0,1,110,54,417,FL-417 S,S,Freeway,0.449856257685,0.0,8456,6789,S,2,65863,4,417,91500,65863,70,52,70.0,0.006841259493090001
