,period,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
24,0,9619.409381663114,65.10677133329258,2.172223448911604,0.033500036975055325,1.7782314183676298,1.2223532665855656,0.6811333619523355,9235.025806451613,67.33419934194337,2.8424224803489944,0.043463447727092916,2.0023678614148106,1.317059818849886,0.6435438109526729,8107_8280,6.0,5.0,1.0,7,2,7,1,7,1,7,8,1,6,8,417,FL-417 N,N,Freeway,0.540099996322,0.008847969303379999,8107,8280,E,2,45451,4,417,48500,45451,70,0,70.0,0.008847969303379999
25,1,6454.401709401709,65.12134064509748,1.1512991942936994,0.017968139461637583,4.9101053637297865,1.0383187011837058,0.20967776115067813,6420.890350877194,67.20784614732356,1.6889773564946118,0.0256279111008626,5.105957476826531,1.0622206870515276,0.2051305405341561,8107_8280,7.0,6.0,1.0,7,2,7,1,7,1,7,8,1,6,8,417,FL-417 N,N,Freeway,0.540099996322,0.008847969303379999,8107,8280,E,2,45451,4,417,48500,45451,70,0,70.0,0.008847969303379999
26,2,10450.848614072494,55.335675039246475,9.197276114377694,0.18491640043485924,11.220060475502018,5.117397319021621,0.41332254215581,10219.642533936652,59.24825359964217,5.0433988229634314,0.08749841880441127,9.18709038362172,2.099502752647019,0.22736991766211345,8107_8280,8.0,7.0,1.0,7,2,7,1,7,1,7,8,1,6,8,417,FL-417 N,N,Freeway,0.540099996322,0.008847969303379999,8107,8280,E,2,45451,4,417,48500,45451,70,0,70.0,0.008847969303379999
27,3,18723.52665245203,63.33416365052725,1.873488307819131,0.030043922111169668,6.362810645041651,1.2075638090023932,0.18692481177959314,17432.954741379308,64.28805145321611,3.0194998160915643,-0.031356784255832146,6.699086353172613,1.2065350235992678,0.1806880601533498,8107_8280,16.0,15.0,1.0,7,2,7,1,7,1,7,8,1,6,8,417,FL-417 N,N,Freeway,0.540099996322,0.008847969303379999,8107,8280,E,2,45451,4,417,48500,45451,70,0,70.0,0.008847969303379999
28,0,8868.90364025696,73.68620664979423,2.3507980475175243,0.032017905007743215,2.583612537136727,1.7913475177003342,0.6866350166825844,8785.909691629957,69.6858025243526,2.3443515257605334,0.03370719258238224,1.6124174467278891,1.0352924145899822,0.6402365404895869,6959_8287,3.0,2.0,1.0,8,2,8,1,8,1,8,9,1,7,9,417,FL-417 N,N,Freeway,1.36321222525,0.021514935379400003,6959,8287,E,2,45451,4,417,69500,45451,70,0,70.0,0.021514935379400003
29,1,5113.3125,74.15876778151394,1.3797324410651282,0.0188157542384137,6.035410316744832,1.4958514248244386,0.2460739183453577,5017.4988913525485,70.55201185788908,1.4521787678232687,0.020679352978208342,3.723983571150415,0.8011643007142162,0.2164489727382969,6959_8287,3.0,3.0,0.0,8,2,8,1,8,1,8,9,1,7,9,417,FL-417 N,N,Freeway,1.36321222525,0.021514935379400003,6959,8287,E,2,45451,4,417,69500,45451,70,0,70.0,0.021514935379400003
30,2,9394.060085836909,56.84935051065012,13.481317790449026,0.2513715382295276,17.499920397194394,7.277093068355282,0.4154538065578169,9365.56732891832,60.76269035186662,6.067134080588497,0.10392880510777773,8.030662482540011,2.3388749022772704,0.27933457872626605,6959_8287,15.0,12.0,3.0,8,2,8,1,8,1,8,9,1,7,9,417,FL-417 N,N,Freeway,1.36321222525,0.021514935379400003,6959,8287,E,2,45451,4,417,69500,45451,70,0,70.0,0.021514935379400003
31,3,17171.963597430407,71.32561285856565,3.4135485229743447,0.0504777569971885,9.540690005823222,2.381032873656337,0.2359088935387966,16971.56953642384,67.35417352358122,2.2473897395399742,0.03388232456911667,5.5984213984715305,1.0906152967614549,0.19450450621225476,6959_8287,3.0,3.0,0.0,8,2,8,1,8,1,8,9,1,7,9,417,FL-417 N,N,Freeway,1.36321222525,0.021514935379400003,6959,8287,E,2,45451,4,417,69500,45451,70,0,70.0,0.021514935379400003
32,0,9279.151385927506,69.28000611047705,2.590361952491273,0.03756120212680111,1.3802323988215883,0.8775014611579509,0.6392610076965819,9293.935760171304,67.42458491170521,2.5052167672964103,0.037226322954423983,1.299843051508471,0.8273255290885448,0.642116128450797,9178_7997,4.0,4.0,0.0,9,2,9,1,9,1,9,10,1,8,10,417,FL-417 N,N,Freeway,0.34450706898999994,0.005657805025300001,9178,7997,E,2,45451,4,417,49500,45451,70,0,70.0,0.005657805025300001
33,1,6997.8476394849795,69.51326038898782,1.3731669530016393,0.019940484785467304,3.876994495437867,0.7786653092390763,0.20163709231325916,7027.049783549784,68.72154972731647,1.6393333705273432,0.024229830632113054,3.683020484380489,0.7086130409545591,0.18824121573526176,9178_7997,4.0,4.0,0.0,9,2,9,1,9,1,9,10,1,8,10,417,FL-417 N,N,Freeway,0.34450706898999994,0.005657805025300001,9178,7997,E,2,45451,4,417,49500,45451,70,0,70.0,0.005657805025300001
