,day,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
344,1,9311.13829787234,44.49098833575953,2.9154080119386645,0.06556179401702354,3.618833020634753,2.7737486740188313,0.7611469817581961,43353.36170212766,66.4455425120786,4.535088433613213,0.06907354250778105,4.735806486662715,3.695923213603931,0.7698255524622133,2529_11876,2.0,2.0,0.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
345,2,9366.0,44.55625925396206,2.8533347035052152,0.06411576591568577,3.669999482789413,2.769017681687957,0.7501308521274451,44354.08602150538,66.26791161829004,4.524950215953214,0.06895093577550078,4.843143585688273,3.7209916737108513,0.7629716185339355,2529_11876,2.0,1.0,1.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
346,3,9455.375,44.499563075742216,2.7270016983696705,0.06130752296600672,3.6952255928887423,2.709346768236358,0.7296025791010048,44867.629213483146,66.23080288307254,4.901106570652553,0.07489730888293909,4.9989466311571435,3.869121391881497,0.7634276891642706,2529_11876,2.0,1.0,1.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
347,4,9726.268817204302,44.500340343075635,2.6821965949799007,0.06030778315274244,3.7843809424895927,2.496789556404769,0.6596958901693065,47475.021505376346,66.43774693962575,4.316939722234491,0.06593057338506372,5.101285844534787,3.5964422903833846,0.6996292501873316,2529_11876,0.0,0.0,0.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
348,5,7581.582417582417,44.92204596212635,2.775130468037738,0.06178741624226965,2.7195361570948573,1.680094924454654,0.6189321549609794,34029.03296703297,69.54814638480532,2.6613484738707336,0.03865549753048282,2.9412545490672652,1.7995475258528335,0.6083440176414964,2529_11876,1.0,0.0,1.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
349,6,6137.488372093022,45.0208536490464,3.0443968548807896,0.06769066270223295,2.1312774050682353,1.5735241407722862,0.7122424693711316,28207.674418604653,70.33170375632871,2.665127496946446,0.03808482641913796,2.27384369984126,1.5470462026504386,0.6773119166400652,2529_11876,2.0,1.0,1.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003
350,0,30895.723404255317,60.396143863449204,7.0941900933158575,0.11885855376772447,3.7341385533117246,3.9569682716715495,1.0240857734672144,39292.84042553192,67.23499485438012,9.139396297684204,0.1377739989907783,4.187722942286902,5.431446061126086,1.2320758092228838,8585_8449,1.0,1.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
351,1,31549.27083333333,59.845915624151246,8.102468099113631,0.13652798589534612,3.9903476828174513,4.423150512223963,1.0799883545366462,40106.47916666666,66.51134784054274,10.225185218861185,0.15522441935937614,4.517405783695007,6.128780057216144,1.3055439024614428,8585_8449,1.0,0.0,1.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
352,2,32249.936170212764,59.577002150993394,8.264596599124557,0.13966859126991762,4.171672376701502,4.5704550578859315,1.0701055385361058,41021.08421052632,66.17544417575179,10.577826073396066,0.16116132044672846,4.6997194284046575,6.321973660658576,1.3001425613691937,8585_8449,0.0,0.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
353,3,33114.63636363636,59.45836579417677,8.852265503722839,0.15005747743418435,4.4052478581993935,4.929637621344249,1.0956243752186607,41827.644444444435,65.81959154796293,11.43332463250622,0.17535543360362113,5.0513812927619375,6.829702355703968,1.3111505464633306,8585_8449,0.0,0.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
354,4,34089.03191489362,60.041935757870284,7.210730936427572,0.12083988272187712,4.0979204074089886,3.9515938085505713,0.9448617308300916,43908.925531914894,66.87168488577494,9.403557953509695,0.14173465748961686,4.537844292534103,5.343435406716483,1.1400812903156083,8585_8449,0.0,0.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
355,5,23615.478260869564,62.518283746605775,3.1614277127608563,0.05094227673835968,2.1885450151308774,1.236482444476786,0.5598398106410921,31733.760869565216,70.51459043277697,2.4108367602386918,0.03447580750833069,2.2605722530600163,1.254339063782711,0.5483366088086004,8585_8449,0.0,0.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
356,6,19631.885057471263,63.15719344543005,3.294069015061066,0.05254040268504877,1.7743067299605149,1.0589812967400798,0.5986881052986894,26263.701149425287,70.95268380194867,2.506311510536372,0.03546123812091365,1.830406906734832,1.0933017609316396,0.5980471051442295,8585_8449,0.0,0.0,0.0,51,2,51,1,51,1,51,52,1,50,52,417,FL-417 N,N,Freeway,0.20390281506400001,0.0030202831452900004,8585,8449,N,2,65863,5,417,86381,65863,70,53,70.0,0.0030202831452900004
357,0,50785.182795698915,68.39483101223698,3.945830128938984,0.05825860510107436,3.1883574705482327,2.733538558723453,0.8289205342021773,48773.04255319149,67.85853276964761,5.3766690675757065,0.08019374907855459,3.666088575607897,3.472407254044122,0.9082707613755208,8451_2531,6.0,3.0,3.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
358,1,51879.56842105263,67.79083370106453,4.9268616588310845,0.07322997707942927,3.3422494820117783,3.099822531084321,0.9003012677487114,49530.28125,67.25332275071638,6.556423836776997,0.09844477583352518,3.879734993817017,3.9910592534252776,0.9902768956953156,8451_2531,6.0,5.0,1.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
359,2,52349.52631578947,67.42438513572007,5.529603095792752,0.08271225138938491,3.4996494250561043,3.3192075011727558,0.9193745465629344,50485.88421052632,66.87734689049546,7.301977805023871,0.11004416242951363,4.107166879190716,4.3363354287398845,1.0251832410502988,8451_2531,2.0,1.0,1.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
360,3,52494.32222222224,67.2967544817461,6.1490823738332665,0.09237033446809588,3.677590144533615,3.5797514597935884,0.9324627020694358,51221.855555555565,66.68284536216918,7.829802468335312,0.11878459659943195,4.3295523501279245,4.608821034859573,1.0272909387782962,8451_2531,6.0,4.0,2.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
361,4,55278.563829787236,68.20636321816609,4.160549226231135,0.06164942280869844,3.4765208554295994,2.754392483020252,0.7661416737901527,53902.968085106375,67.53544870003789,5.907501205785199,0.08847258903998957,4.042410865630371,3.6902023705695575,0.8799701913858271,8451_2531,6.0,4.0,2.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
362,5,40857.0,69.96444562884801,1.8971295765901703,0.027141432364176512,2.124996027650739,1.099120305421272,0.5174189014762423,39535.29347826087,69.908776600807,1.7262554321381254,0.02475441196762596,2.319552006055817,1.2479737610257875,0.5377673269452959,8451_2531,4.0,3.0,1.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
363,6,34259.32558139535,70.4410529216445,2.206512090714613,0.03137199469220913,1.7309136294659462,1.002214274408947,0.5791200272939021,32799.471264367814,70.42657089821857,2.039814073666823,0.029065959958200268,1.8775561498999351,1.1398712823796522,0.6065957870797619,8451_2531,5.0,4.0,1.0,52,2,52,1,52,1,52,53,1,51,53,417,FL-417 N,N,Freeway,0.594179916877,0.008685895111419999,8451,2531,W,3,65863,6,50,56410,65863,70,83,70.0,0.008685895111419999
364,0,47221.87096774193,64.7960039584124,4.466619621349673,0.06945319603649239,2.959623519583233,2.604258419409136,0.8565025318031074,30895.723404255317,60.396143863449204,7.0941900933158575,0.11885855376772447,3.7341385533117246,3.9569682716715495,1.0240857734672144,8120_8585,1.0,0.0,1.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
365,1,48407.357894736844,64.46829494491972,5.085356437031775,0.07925934522675769,3.10536215731625,2.890276177541907,0.9132453539604368,31549.27083333333,59.845915624151246,8.102468099113631,0.13652798589534612,3.9903476828174513,4.423150512223963,1.0799883545366462,8120_8585,3.0,1.0,2.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
366,2,48787.11578947368,64.26657292999253,5.201724432615301,0.08133372940272622,3.2126215743294098,2.940637908514127,0.9004819521988021,32249.936170212764,59.577002150993394,8.264596599124557,0.13966859126991762,4.171672376701502,4.5704550578859315,1.0701055385361058,8120_8585,2.0,2.0,0.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
367,3,49367.144444444435,64.02792083346786,5.689521215337143,0.08957002338902499,3.4189056763107586,3.1667423554275853,0.918335250308562,33114.63636363636,59.45836579417677,8.852265503722839,0.15005747743418435,4.4052478581993935,4.929637621344249,1.0956243752186607,8120_8585,4.0,3.0,1.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
368,4,51529.085106382976,64.53746628970798,4.5531625441048895,0.07091814435092761,3.2571871773461605,2.6633920520649754,0.8030988234188092,34089.03191489362,60.041935757870284,7.210730936427572,0.12083988272187712,4.0979204074089886,3.9515938085505713,0.9448617308300916,8120_8585,5.0,4.0,1.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
369,5,38645.318681318684,66.13959736523245,2.104161139341854,0.031967914416874715,1.995806009755519,0.9763677012613732,0.4900747439332458,23615.478260869564,62.518283746605775,3.1614277127608563,0.05094227673835968,2.1885450151308774,1.236482444476786,0.5598398106410921,8120_8585,0.0,0.0,0.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
370,6,32413.29069767442,66.54672437927044,2.345400479634585,0.035356353919280555,1.6813825682232486,0.9151140886103908,0.5463375419997456,19631.885057471263,63.15719344543005,3.294069015061066,0.05254040268504877,1.7743067299605149,1.0589812967400798,0.5986881052986894,8120_8585,2.0,1.0,1.0,53,2,53,1,53,1,53,54,1,52,54,417,FL-417 N,N,Freeway,0.300087360572,0.00437923500722,8120,8585,N,2,65863,5,417,86381,65863,70,46,70.0,0.00437923500722
371,0,50616.478723404245,62.3068393520032,4.285801569548775,0.06943988237193209,3.7280804850464393,3.2893918627576366,0.8622631457360649,47221.87096774193,64.7960039584124,4.466619621349673,0.06945319603649239,2.959623519583233,2.604258419409136,0.8565025318031074,6318_8120,6.0,6.0,0.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
372,1,51646.91666666666,61.94424291992467,4.985139943658762,0.08100409422083123,3.9333599548684144,3.605553745868885,0.9020225182394718,48407.357894736844,64.46829494491972,5.085356437031775,0.07925934522675769,3.10536215731625,2.890276177541907,0.9132453539604368,6318_8120,4.0,4.0,0.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
373,2,52460.46315789474,61.75082343228857,5.2213625435607,0.0854004403087813,4.080181046595147,3.7683079135013418,0.9075020112154796,48787.11578947368,64.26657292999253,5.201724432615301,0.08133372940272622,3.2126215743294098,2.940637908514127,0.9004819521988021,6318_8120,4.0,3.0,1.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
374,3,52947.06666666666,61.552055694193704,5.613568494519756,0.09201461533988872,4.2891007426489205,3.9970986597014666,0.9153687727060328,49367.144444444435,64.02792083346786,5.689521215337143,0.08957002338902499,3.4189056763107586,3.1667423554275853,0.918335250308562,6318_8120,1.0,0.0,1.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
375,4,55595.60638297872,62.04636941312675,4.461379614757154,0.07236235083928241,4.070852699339924,3.342415920834908,0.8099390235130456,51529.085106382976,64.53746628970798,4.5531625441048895,0.07091814435092761,3.2571871773461605,2.6633920520649754,0.8030988234188092,6318_8120,4.0,4.0,0.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
376,5,41046.80434782609,63.841966905758845,2.050229174477073,0.032302123153536755,2.3867864045565392,1.2656609210669427,0.5306829996432864,38645.318681318684,66.13959736523245,2.104161139341854,0.031967914416874715,1.995806009755519,0.9763677012613732,0.4900747439332458,6318_8120,1.0,1.0,0.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
377,6,34374.988505747126,64.26441918810679,2.373547627407961,0.03724066129557034,1.97731618494679,1.1831987788598304,0.5940531463787224,32413.29069767442,66.54672437927044,2.345400479634585,0.035356353919280555,1.6813825682232486,0.9151140886103908,0.5463375419997456,6318_8120,1.0,1.0,0.0,54,2,54,1,54,1,54,55,1,53,55,417,FL-417 N,N,Freeway,0.332452042552,0.005027195689810001,6318,8120,N,2,65863,5,417,91500,65863,70,39,70.0,0.005027195689810001
378,0,47780.47311827957,64.44087079836878,5.714780451191701,0.08976491286631932,4.880192920899028,3.803440306242549,0.7679948037562847,50616.478723404245,62.3068393520032,4.285801569548775,0.06943988237193209,3.7280804850464393,3.2893918627576366,0.8622631457360649,6317_6318,2.0,2.0,0.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
379,1,48922.9052631579,63.9260189989773,6.582584433666742,0.1040689273064374,5.0790353570590385,4.105711535120558,0.7980291107297378,51646.91666666666,61.94424291992467,4.985139943658762,0.08100409422083123,3.9333599548684144,3.605553745868885,0.9020225182394718,6317_6318,2.0,1.0,1.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
380,2,49753.83157894737,63.6722546005299,6.790283817113084,0.10772236447974112,5.259152675575579,4.2484091525709715,0.7960043859830341,52460.46315789474,61.75082343228857,5.2213625435607,0.0854004403087813,4.080181046595147,3.7683079135013418,0.9075020112154796,6317_6318,1.0,0.0,1.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
381,3,50491.43820224719,63.52628830308189,7.329704952727656,0.11667816324043598,5.465084783216309,4.448422858026898,0.8024496879358809,52947.06666666666,61.552055694193704,5.613568494519756,0.09201461533988872,4.2891007426489205,3.9970986597014666,0.9153687727060328,6317_6318,4.0,3.0,1.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
382,4,52559.3085106383,64.0947544692958,5.962472202861544,0.09399134395985637,5.295537947092325,3.848377530814136,0.7206021927976929,55595.60638297872,62.04636941312675,4.461379614757154,0.07236235083928241,4.070852699339924,3.342415920834908,0.8099390235130456,6317_6318,1.0,1.0,0.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
383,5,38307.36263736264,66.85121141424135,2.3345044361272667,0.0350791015189827,3.340419937795824,1.6695216804053483,0.4954544424672832,41046.80434782609,63.841966905758845,2.050229174477073,0.032302123153536755,2.3867864045565392,1.2656609210669427,0.5306829996432864,6317_6318,0.0,0.0,0.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
384,6,32217.55813953488,67.2179026531211,2.5872807651518435,0.03897523492895568,2.8064024290668685,1.530572740695484,0.5385392094645371,34374.988505747126,64.26441918810679,2.373547627407961,0.03724066129557034,1.97731618494679,1.1831987788598304,0.5940531463787224,6317_6318,0.0,0.0,0.0,55,2,55,1,55,1,55,56,1,54,56,417,FL-417 N,N,Freeway,0.456139977588,0.006939068769350001,6317,6318,N,2,65863,4,417,91500,65863,70,52,70.0,0.006939068769350001
385,0,47711.904255319154,67.86559495176115,6.842967764596738,0.10213296798326582,5.731663902690016,4.814101662480854,0.8286331382974043,47780.47311827957,64.44087079836878,5.714780451191701,0.08976491286631932,4.880192920899028,3.803440306242549,0.7679948037562847,6046_6317,2.0,2.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
386,1,48710.10416666666,67.12016592763908,8.08811099233072,0.12171694651101705,5.982487991611287,5.298687162026114,0.8770206871408339,48922.9052631579,63.9260189989773,6.582584433666742,0.1040689273064374,5.0790353570590385,4.105711535120558,0.7980291107297378,6046_6317,0.0,0.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
387,2,49329.43157894737,66.85969897057845,8.461755346275616,0.12775762142810485,6.197518732028914,5.465006026071318,0.8739824419594938,49753.83157894737,63.6722546005299,6.790283817113084,0.10772236447974112,5.259152675575579,4.2484091525709715,0.7960043859830341,6046_6317,4.0,4.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
388,3,50056.355555555565,66.59217110118891,9.349931692783763,0.14177715907846,6.567213123129514,5.83802742935079,0.8829285305439075,50491.43820224719,63.52628830308189,7.329704952727656,0.11667816324043598,5.465084783216309,4.448422858026898,0.8024496879358809,6046_6317,4.0,4.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
389,4,52498.574468085106,67.50918011111672,7.467553082800015,0.11177544508329018,6.259390020995028,5.0393819044953805,0.7984344078868153,52559.3085106383,64.0947544692958,5.962472202861544,0.09399134395985637,5.295537947092325,3.848377530814136,0.7206021927976929,6046_6317,1.0,0.0,1.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
390,5,38448.391304347824,70.72523085623762,1.8659505754165493,0.02652782954536248,3.852958644612345,2.0179240028118186,0.5267625873434144,38307.36263736264,66.85121141424135,2.3345044361272667,0.0350791015189827,3.340419937795824,1.6695216804053483,0.4954544424672832,6046_6317,1.0,1.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
391,6,32412.379310344822,70.98828224756163,2.365982763886231,0.033722739834328025,3.1711819739477014,1.8956939537059772,0.5929112763962444,32217.55813953488,67.2179026531211,2.5872807651518435,0.03897523492895568,2.8064024290668685,1.530572740695484,0.5385392094645371,6046_6317,2.0,2.0,0.0,56,2,56,1,56,1,56,57,1,55,57,417,FL-417 N,N,Freeway,0.347968123899,0.00529077781579,6046,6317,N,2,65863,4,417,91500,65863,70,43,70.0,0.00529077781579
392,0,48773.04255319149,67.85853276964761,5.3766690675757065,0.08019374907855459,3.666088575607897,3.472407254044122,0.9082707613755208,47711.904255319154,67.86559495176115,6.842967764596738,0.10213296798326582,5.731663902690016,4.814101662480854,0.8286331382974043,2531_6046,4.0,3.0,1.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
393,1,49530.28125,67.25332275071638,6.556423836776997,0.09844477583352518,3.879734993817017,3.9910592534252776,0.9902768956953156,48710.10416666666,67.12016592763908,8.08811099233072,0.12171694651101705,5.982487991611287,5.298687162026114,0.8770206871408339,2531_6046,0.0,0.0,0.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
394,2,50485.88421052632,66.87734689049546,7.301977805023871,0.11004416242951363,4.107166879190716,4.3363354287398845,1.0251832410502988,49329.43157894737,66.85969897057845,8.461755346275616,0.12775762142810485,6.197518732028914,5.465006026071318,0.8739824419594938,2531_6046,3.0,2.0,1.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
395,3,51221.855555555565,66.68284536216918,7.829802468335312,0.11878459659943195,4.3295523501279245,4.608821034859573,1.0272909387782962,50056.355555555565,66.59217110118891,9.349931692783763,0.14177715907846,6.567213123129514,5.83802742935079,0.8829285305439075,2531_6046,1.0,1.0,0.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
396,4,53902.968085106375,67.53544870003789,5.907501205785199,0.08847258903998957,4.042410865630371,3.6902023705695575,0.8799701913858271,52498.574468085106,67.50918011111672,7.467553082800015,0.11177544508329018,6.259390020995028,5.0393819044953805,0.7984344078868153,2531_6046,4.0,2.0,2.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
397,5,39535.29347826087,69.908776600807,1.7262554321381254,0.02475441196762596,2.319552006055817,1.2479737610257875,0.5377673269452959,38448.391304347824,70.72523085623762,1.8659505754165493,0.02652782954536248,3.852958644612345,2.0179240028118186,0.5267625873434144,2531_6046,0.0,0.0,0.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
398,6,32799.471264367814,70.42657089821857,2.039814073666823,0.029065959958200268,1.8775561498999351,1.1398712823796522,0.6065957870797619,32412.379310344822,70.98828224756163,2.365982763886231,0.033722739834328025,3.1711819739477014,1.8956939537059772,0.5929112763962444,2531_6046,0.0,0.0,0.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016
399,0,39292.84042553192,67.23499485438012,9.139396297684204,0.1377739989907783,4.187722942286902,5.431446061126086,1.2320758092228838,40943.60638297872,68.85388011737051,10.369818241288296,0.15292022967708113,5.4532103394632365,6.468219262302602,1.1439847937749854,8449_5988,1.0,0.0,1.0,58,2,58,1,58,1,58,59,1,57,59,417,FL-417 N,N,Freeway,0.298582865245,0.004553855198229999,8449,5988,N,2,65863,5,417,78344,65863,70,41,70.0,0.004553855198229999
400,1,40106.47916666666,66.51134784054274,10.225185218861185,0.15522441935937614,4.517405783695007,6.128780057216144,1.3055439024614428,41756.333333333336,68.08762115319949,11.297902293185905,0.16771407146558645,5.760324353860058,7.018319612628316,1.1907662241950892,8449_5988,2.0,2.0,0.0,58,2,58,1,58,1,58,59,1,57,59,417,FL-417 N,N,Freeway,0.298582865245,0.004553855198229999,8449,5988,N,2,65863,5,417,78344,65863,70,41,70.0,0.004553855198229999
401,2,41021.08421052632,66.17544417575179,10.577826073396066,0.16116132044672846,4.6997194284046575,6.321973660658576,1.3001425613691937,42563.86315789474,67.79595963738663,11.62459046957816,0.17308833300582968,5.956328754560313,7.204438113056183,1.1820997745247868,8449_5988,2.0,2.0,0.0,58,2,58,1,58,1,58,59,1,57,59,417,FL-417 N,N,Freeway,0.298582865245,0.004553855198229999,8449,5988,N,2,65863,5,417,78344,65863,70,41,70.0,0.004553855198229999
