,hour,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RouteId,Direction,Roadtype,Miles,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SpeedLimit,Shape_Le_2,RuralUrban,AvgVolume,AvgSpeed,StdSpeed,CoefOfVarSpeed,AvgOccupancy,StdOccupancy,CoefOfVarOccupancy,LogVolume,LogSegLength,LaneNumber
20,20,1494.6703910614526,62.57642396585364,1.1940020291150009,0.019281308735817945,2.1858229040402954,0.3219035306361103,0.14702969851267228,3118.47191011236,66.16702044834065,1.2023981862496638,0.0191550828462927,3.3376365051926866,0.5289714310600038,0.14567452454870727,5905_6014,0.0,0.0,0.0,253,2,14,1,253,1,253,0,1,252,14,408,E West Expy E,E,Freeway,0.427382923572,0.0,5905,6014,E,2,65863,6,408,66500,65863,65,86,65.0,0.00691155769553,1,2306.5711505869062,64.37172220709715,1.1982001076823323,0.019218195791055322,2.7617297046164913,0.42543748084805705,0.14635211153068978,7.743517350381143,-0.8500748911021124,1
21,21,1289.6927374301677,62.06637786642742,1.2505377482927462,0.02075541680932913,1.9567831656027488,0.4119615322072429,0.1726733503144106,2674.5280898876404,65.8515240904905,1.2377769319105258,0.01995545867834294,2.86533768060536,0.5373876835028181,0.15863178668840658,5905_6014,0.0,0.0,0.0,253,2,14,1,253,1,253,0,1,252,14,408,E West Expy E,E,Freeway,0.427382923572,0.0,5905,6014,E,2,65863,6,408,66500,65863,65,86,65.0,0.00691155769553,1,1982.110413658904,63.95895097845896,1.2441573401016361,0.020355437743836035,2.4110604231040544,0.47467460785503046,0.16565256850140858,7.59191742154157,-0.8500748911021124,1
22,22,1129.3463687150838,62.314169194324855,1.1337832873645408,0.01831466909365212,1.6633032527978546,0.29228018587764304,0.18321162782188846,2327.724719101124,66.24021844260606,1.1030747462222852,0.016748240541946048,2.368656081226306,0.3957671764729676,0.1751878034523862,5905_6014,0.0,0.0,0.0,253,2,14,1,253,1,253,0,1,252,14,408,E West Expy E,E,Freeway,0.427382923572,0.0,5905,6014,E,2,65863,6,408,66500,65863,65,86,65.0,0.00691155769553,1,1728.5355439081038,64.27719381846546,1.118429016793413,0.017531454817799084,2.0159796670120804,0.34402368117530535,0.17919971563713732,7.455029822591449,-0.8500748911021124,1
23,23,843.3016759776536,62.60009087709919,1.3428603824723937,0.021578863486042148,1.1664391896374924,0.26842152389645035,0.24631961326559576,1751.1404494382025,66.52240319241722,1.2862674568548889,0.019408543528165904,1.6794210341260898,0.3814755346872293,0.2433408533126757,5905_6014,0.0,0.0,0.0,253,2,14,1,253,1,253,0,1,252,14,408,E West Expy E,E,Freeway,0.427382923572,0.0,5905,6014,E,2,65863,6,408,66500,65863,65,86,65.0,0.00691155769553,1,1297.221062707928,64.5612470347582,1.3145639196636414,0.020493703507104027,1.422930111881791,0.3249485292918398,0.24483023328913572,7.1679796113564835,-0.8500748911021124,1
24,0,703.1257142857143,67.17667729572013,1.7133967845377451,0.026296026989823702,1.4039399362542218,0.4237293644038912,0.291732922072583,705.3351955307263,64.74028395979477,1.8409529350784897,0.028895738653384236,1.0564327156945352,0.3115262097255575,0.29781949939061103,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,704.2304549082203,65.95848062775744,1.7771748598081174,0.027595882821603968,1.2301863259743784,0.3676277870647243,0.294776210731597,6.557105653312388,-1.3300180758414062,1
25,1,420.9771428571429,66.4302159880557,1.9490333530878323,0.029465991552211725,0.7931467397134879,0.2668157449403647,0.3313136441207873,424.53072625698326,64.514346394404,1.9892056947207528,0.030914795371610987,0.6050133332467913,0.21095132323107185,0.35522850144717777,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,422.7539345570631,65.47228119122985,1.9691195239042925,0.030190393461911356,0.6990800364801396,0.23888353408571827,0.3432710727839825,6.046790294789343,-1.3300180758414062,1
26,2,318.25581395348837,66.17095729206193,2.186908357530933,0.03310608666686232,0.5783497217145475,0.22473960702251108,0.3980680163911994,318.92655367231635,64.43980929780544,2.24573567567206,0.03492114080269595,0.4381583337486459,0.18512012186443785,0.4410676749254834,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,318.5911838129024,65.30538329493368,2.2163220166014965,0.03401361373477914,0.5082540277315967,0.20492986444347447,0.4195678456583414,5.76390872544494,-1.3300180758414062,1
27,3,263.367816091954,66.15842297575772,2.242902969197102,0.03392359421741056,0.5029911579480543,0.21899183430386096,0.4526775652528706,264.3707865168539,64.4142055593332,2.3692429333593066,0.03679923508096091,0.38350310688277467,0.18024966277035687,0.4940342804416742,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,263.86930130440396,65.28631426754546,2.306072951278204,0.03536141464918574,0.44324713241541447,0.19962074853710893,0.4733559228472724,5.575453909741646,-1.3300180758414062,1
28,4,256.2873563218391,66.44464418350908,2.4664279808466865,0.03718019138332678,0.522484852046634,0.2301476312599952,0.4619399099337382,257.2752808988764,64.43150054632832,2.524856149520497,0.039246685368314715,0.4025848790141587,0.19060746287441696,0.5035987026608093,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,256.78131861035774,65.4380723649187,2.495642065183592,0.03821343837582075,0.46253486553039636,0.21037754706720607,0.48276930629727377,5.548224822325225,-1.3300180758414062,1
29,5,426.0114942528736,68.01780048920853,2.080587233228784,0.03062940670492349,0.8251089361362349,0.3265367323218723,0.4091212009281549,427.3202247191011,65.69071434365189,2.1197295671297325,0.03230043846711887,0.6147193184704162,0.2515540162611717,0.4292356469004992,6011_8219,0.0,0.0,0.0,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.26447248069400003,0.0,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.0,0.0042867675845,1,426.6658594859873,66.85425741643022,2.100158400179258,0.03146492258602118,0.7199141273033256,0.289045374291522,0.419178423914327,6.056001176414046,-1.3300180758414062,1
