,day,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RouteId,Direction,Roadtype,Miles,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SpeedLimit,Shape_Le_2,RuralUrban,AvgVolume,AvgSpeed,StdSpeed,CoefOfVarSpeed,AvgOccupancy,StdOccupancy,CoefOfVarOccupancy,LogVolume,LogSegLength,LaneNumber
404,5,23967.81428571428,62.33823213353054,2.5348256614176226,0.0407801748129802,3.3800946268288588,2.138337455124611,0.6288248690993998,28971.661971830985,65.27589660742835,2.197918215184601,0.033769532791840966,2.4286064302876897,1.5337477838595257,0.6295080318612357,8043_6946,0.0,0.0,0.0,343,2,50,1,343,1,343,0,1,342,50,408,E West Expy W,W,Freeway,0.10719335292000001,0.0,8043,6946,W,2,65863,4,408,68419,65863,65,53,65.0,0.00175663349943,1,26469.73812877263,63.807064370479445,2.3663719383011115,0.03727485380241058,2.9043505285582745,1.8360426194920683,0.6291664504803178,10.183757402039328,-2.2331210386111917,0
405,6,18920.10447761194,62.915772944858865,2.664362570811384,0.0424426105750052,2.488731006695891,1.6653547833909008,0.6694892622312856,22727.117647058818,65.78423543861219,2.4732806629660784,0.03764002166624912,1.8111145152789216,1.2411771405419398,0.6863750617552556,8043_6946,0.0,0.0,0.0,343,2,50,1,343,1,343,0,1,342,50,408,E West Expy W,W,Freeway,0.10719335292000001,0.0,8043,6946,W,2,65863,4,408,68419,65863,65,53,65.0,0.00175663349943,1,20823.61106233538,64.35000419173552,2.568821616888731,0.04004131612062716,2.1499227609874065,1.4532659619664203,0.6779321619932706,9.943842769124611,-2.2331210386111917,0
406,0,25225.92957746479,54.89267202023712,3.528808474198499,0.0647034940261276,3.609555505274108,2.87758506403981,0.7850434527440834,35837.17105263158,63.43329645123187,3.365954051127185,0.0536010968835289,3.344798016594205,2.563543575405898,0.7521822817690711,8057_6045,1.0,0.5,0.5,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,30531.550315048185,59.1629842357345,3.4473812626628417,0.05915229545482825,3.4771767609341566,2.720564319722854,0.7686128672565773,10.326515864493645,-1.5521441902201316,1
407,1,26409.027027027027,54.66854430932729,3.78418963986069,0.06955062965557916,3.85629065996015,3.1388567533794416,0.803579688368784,37998.98684210527,63.2237378848045,3.8331515788813815,0.06147152690607063,3.5633606667531623,2.876008458200643,0.8010431138065148,8057_6045,1.5,1.5,0.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,32204.006934566147,58.94614109706589,3.8086706093710356,0.06551107828082489,3.709825663356656,3.0074326057900422,0.8023114010876494,10.379846162752296,-1.5521441902201316,1
408,2,28157.821917808218,55.08748830966861,3.4099957308208784,0.06207198507194014,3.954009162221873,3.0533480108297986,0.7737951931919826,38707.94666666666,63.125194006856525,3.727533035711741,0.0595797081535511,3.64238539117158,2.8579627641031498,0.7775296288756818,8057_6045,1.0,0.5,0.5,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,33432.88429223744,59.106341158262566,3.5687643832663096,0.06082584661274562,3.7981972766967265,2.955655387466474,0.7756624110338322,10.417295254251664,-1.5521441902201316,1
409,3,27180.214285714286,54.93999826336242,3.3868132873493204,0.06161894684160672,3.973223431575582,3.0239382475158925,0.7596345234371451,38384.35211267605,63.171838688487384,3.917017736140864,0.06245760845179112,3.693730391049781,2.9002344775882616,0.7715872203525609,8057_6045,0.5,0.5,0.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,32782.28319919517,59.0559184759249,3.6519155117450923,0.06203827764669892,3.8334769113126814,2.962086362552077,0.765610871894853,10.397643502074633,-1.5521441902201316,1
410,4,27918.777777777777,55.0820363966355,2.959666606311228,0.05403783886041276,3.912585553797607,2.6903561738311392,0.6856562701121153,40502.13698630137,63.67797399083321,2.8470071682915354,0.0449402443623026,3.6762570064263262,2.4313220233093755,0.6587217578603237,8057_6045,0.0,0.0,0.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,34210.457382039574,59.380005193734355,2.9033368873013816,0.049489041611357684,3.7944212801119663,2.5608390985702574,0.6721890139862194,10.440286647716814,-1.5521441902201316,1
411,5,21684.626865671642,56.07665123437911,2.61229363445792,0.04765943385694274,2.6690014132941493,1.6473194916777911,0.6302468478119447,32061.690140845072,65.40728598050167,2.267547540123055,0.03472410902037755,2.6566121604079327,1.5769709010243698,0.5934285147737381,8057_6045,1.0,1.0,0.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,26873.158503258357,60.74196860744039,2.4399205872904877,0.041191771438660145,2.662806786851041,1.6121451963510804,0.6118376812928414,10.198883242273315,-1.5521441902201316,1
412,6,17752.69230769231,57.19887476496217,2.8516994522893304,0.05123547530360615,2.064640623229875,1.3948183788600423,0.6934898329857363,24938.014492753624,65.90999421198512,2.5640265490818117,0.038977425889853146,2.0002712782489964,1.2896678543522735,0.6452705139314628,8057_6045,0.0,0.0,0.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,21345.353400222964,61.554434488473646,2.7078630006855713,0.045106450596729644,2.0324559507394357,1.342243116606158,0.6693801734585996,9.968589355636075,-1.5521441902201316,1
413,0,38688.01063829787,65.55001548560739,3.702642618852453,0.05673573258434756,2.3785514516808126,2.0670536547755773,0.8670524349935413,39705.64893617021,64.4376116823681,4.311116105347335,0.06732694837706897,2.9430588521119567,2.8548977599394583,0.9402558507895924,8156_8150,1.5,1.0,0.5,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,39196.82978723404,64.99381358398774,4.006879362099894,0.06203134048070827,2.6608051518963847,2.460975707357518,0.9036541428915669,10.576351149733533,-0.7749078861902176,1
414,1,40512.442105263166,65.05037288043066,4.464066139400637,0.06898430841086058,2.532144229394201,2.392040881185745,0.9375911373450658,40978.95789473684,63.851095710179,5.453999109106111,0.08610844599952919,3.2023453848463053,3.374282815327464,1.018354350107799,8156_8150,3.0,1.0,2.0,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,40745.700000000004,64.45073429530483,4.959032624253374,0.07754637720519489,2.867244807120253,2.883161848256605,0.9779727437264324,10.615105591628835,-0.7749078861902176,1
415,2,40278.734042553195,65.13078884685703,3.960685248510562,0.061015516108337664,2.4942157168093,2.1690921726559385,0.8637074906639559,41762.44680851064,63.948092084331634,4.972245153082797,0.07862864346084175,3.21438419513416,3.2681274325311254,0.9806590248195454,8156_8150,1.0,1.0,0.0,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,41020.59042553192,64.53944046559434,4.46646520079668,0.06982207978458971,2.85429995597173,2.718609802593532,0.9221832577417506,10.621829425124245,-0.7749078861902176,1
416,3,41713.47727272727,65.09229352532255,4.259549661895152,0.06546455274865197,2.629963399595123,2.37247412265232,0.8949675920463744,41880.74444444444,64.01824277479203,5.272576900582784,0.08289471613679893,3.279033890534373,3.3418289075802736,0.9841182474902644,8156_8150,1.5,1.5,0.0,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,41797.11085858586,64.55526815005729,4.766063281238968,0.07417963444272545,2.954498645064748,2.8571515151162967,0.9395429197683194,10.640582497908424,-0.7749078861902176,1
417,4,43367.81720430108,65.4009715242304,3.4817137873381694,0.053465127468825306,2.612907139393784,2.0457212205862354,0.78222918523035,44219.574468085106,64.32935195871737,4.381737425510028,0.06877778279126676,3.2742459014716943,2.9517460522961785,0.8754699520090785,8156_8150,1.0,1.0,0.0,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,43793.69583619309,64.86516174147388,3.9317256064240986,0.061121455130046035,2.943576520432739,2.498733636441207,0.8288495686197143,10.687245155325,-0.7749078861902176,1
418,5,31865.96703296704,67.29559815408332,2.1462347705872897,0.03205531696350677,1.5956545834751694,0.8973319566696357,0.5635354553529646,33073.989130434784,66.2980336418872,1.8049985743248755,0.027324999586543285,1.9694967180179688,1.1530785563656918,0.5857150922322719,8156_8150,2.0,0.5,1.5,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,32469.978081700912,66.79681589798525,1.9756166724560826,0.029690158275025025,1.782575650746569,1.0252052565176637,0.5746252737926183,10.388071190064354,-0.7749078861902176,1
419,6,25126.18604651163,67.51189446026005,2.663955716529688,0.039933538282451324,1.2267372542217092,0.7870596040072112,0.6456481653915914,26541.08045977012,66.46925183706273,2.1667696003889536,0.03281131583238034,1.490872967131325,1.0213817952072668,0.6791508942035255,8156_8150,0.5,0.0,0.5,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,25833.633253140877,66.99057314866138,2.415362658459321,0.036372427057415835,1.358805110676517,0.904220699607239,0.6623995297975585,10.159432536404937,-0.7749078861902176,1
420,0,18635.84946236559,63.39061361936135,2.4921989725728544,0.03934084115368628,1.6675638802162098,1.245390850431615,0.7440527331827432,18668.43010752688,64.61662680377579,3.0097765018272966,0.04675645555365808,2.865131492219537,2.2714353425660425,0.7639915686100075,8178_6921,1.0,1.0,0.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,18652.139784946237,64.00362021156857,2.7509877372000755,0.043048648353672184,2.2663476862178733,1.7584130964988287,0.7540221508963754,9.833716152267824,-0.6958256684600929,0
421,1,19456.39583333333,63.38704485526828,2.548241910632719,0.04023037660640864,1.753944103314265,1.3136676500816828,0.7454008969772289,19671.43157894737,64.57974296241316,3.147221729210097,0.04891377592419647,2.9873936983302087,2.3381543676631047,0.7647529788527165,8178_6921,0.5,0.5,0.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,19563.91370614035,63.983393908840725,2.8477318199214077,0.04457207626530255,2.370668900822237,1.8259110088723938,0.7550769379149727,9.881442010800018,-0.6958256684600929,0
422,2,19580.610526315788,63.41751646941746,2.56807670640439,0.04054529955925009,1.7689887981451973,1.289697879705748,0.7348926493958481,19808.01052631579,64.67547473698474,2.9277307527873777,0.04535990566095848,3.0201594099101414,2.215655980011321,0.7295014247216929,8178_6921,0.5,0.0,0.5,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,19694.31052631579,64.0464956032011,2.747903729595884,0.042952602610104286,2.3945741040276696,1.7526769298585343,0.7321970370587705,9.88808506724289,-0.6958256684600929,0
423,3,19585.94382022472,63.40505026488037,2.5235604057508656,0.03985279422896223,1.779306425882489,1.3079511458401585,0.7335372855470932,19482.233333333334,64.74821294727143,2.9705352538040057,0.045997739455801975,3.0383317914770784,2.346725084667828,0.7531966391258627,8178_6921,0.0,0.0,0.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,19534.088576779024,64.07663160607589,2.7470478297774354,0.0429252668423821,2.4088191086797837,1.8273381152539931,0.7433669623364779,9.87991635048977,-0.6958256684600929,0
424,4,20212.89361702128,63.5083217252746,2.2768486618167008,0.035880709344755075,1.7992533207705468,1.1903294115659553,0.6630934393998571,20340.627659574468,64.92194900572207,2.609950975644535,0.040260649387810835,3.0739036210068638,2.0058856942505248,0.6537484935608031,8178_6921,0.5,0.5,0.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,20276.760638297874,64.21513536549833,2.443399818730618,0.03807067936628296,2.4365784708887053,1.59810755290824,0.6584209664803301,9.917230713107275,-0.6958256684600929,0
425,5,15075.76923076923,63.941326070510165,2.3188404737309654,0.036285641753798656,1.2078268192214665,0.7306201848694279,0.6076816174286035,15040.010989010989,65.2394657919,2.6820525427608644,0.04117290826998105,2.086433011614093,1.2571573161573946,0.6030327167912661,8178_6921,0.5,0.0,0.5,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,15057.89010989011,64.59039593120508,2.500446508245915,0.03872927501188986,1.6471299154177796,0.9938887505134113,0.6053571671099348,9.619657392594231,-0.6958256684600929,0
426,6,11965.802325581397,64.00463415244596,2.4689454165086366,0.03859448319241531,0.9315413429161884,0.6159017819039871,0.6665240286053445,12000.741176470588,65.18265287087532,2.8124124358760083,0.0431840753823607,1.603450130042514,1.0611736005518184,0.6628615384997204,8178_6921,0.5,0.5,0.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,11983.271751025994,64.59364351166064,2.6406789261923223,0.040889279287388,1.267495736479351,0.8385376912279028,0.6646927835525325,9.391266935471439,-0.6958256684600929,0
427,0,73762.34782608696,63.90701090065809,2.7673575991717034,0.04360773034389573,3.9914951261959817,3.057018139094832,0.7516095002309705,,,,,,,,8188_6226,2.0,2.0,0.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,73762.34782608696,63.90701090065809,2.7673575991717034,0.04360773034389573,3.9914951261959817,3.057018139094832,0.7516095002309705,11.208603688337869,-0.8945852776827773,1
428,1,76643.56842105264,63.71487870265583,3.066197850815804,0.048419357163780416,4.161828169281195,3.217006909949295,0.7627257383309529,,,,,,,,8188_6226,0.5,0.5,0.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,76643.56842105264,63.71487870265583,3.066197850815804,0.048419357163780416,4.161828169281195,3.217006909949295,0.7627257383309529,11.246920972378314,-0.8945852776827773,1
429,2,77752.41052631577,63.65965746549415,3.000549223270312,0.04735758579619122,4.222129446858181,3.1405122562984658,0.7371894336086139,,,,,,,,8188_6226,0.5,0.5,0.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,77752.41052631577,63.65965746549415,3.000549223270312,0.04735758579619122,4.222129446858181,3.1405122562984658,0.7371894336086139,11.26128483311478,-0.8945852776827773,1
430,3,78308.1,63.65514585996532,3.184001992911433,0.050405115996869775,4.306882185872596,3.25765461188649,0.7451338137948628,,,,,,,,8188_6226,1.5,1.5,0.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,78308.1,63.65514585996532,3.184001992911433,0.050405115996869775,4.306882185872596,3.25765461188649,0.7451338137948628,11.268406324904353,-0.8945852776827773,1
431,4,81574.64893617021,64.02463287958672,2.3495936675048097,0.036924542102322135,4.3389188620069445,2.9171252664448017,0.6668935471990016,,,,,,,,8188_6226,0.5,0.5,0.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,81574.64893617021,64.02463287958672,2.3495936675048097,0.036924542102322135,4.3389188620069445,2.9171252664448017,0.6668935471990016,11.309273817880948,-0.8945852776827773,1
432,5,63771.255555555574,65.382207655402,1.69433751994023,0.025968638165034082,3.0190987110837124,1.6759691129380014,0.5548825239253624,,,,,,,,8188_6226,1.5,0.5,1.0,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,63771.255555555574,65.382207655402,1.69433751994023,0.025968638165034082,3.0190987110837124,1.6759691129380014,0.5548825239253624,11.06305782792772,-0.8945852776827773,1
433,6,50987.235294117636,65.89213214824156,1.8518726471222835,0.028132703702911044,2.313719150197407,1.4082878005763522,0.6087999881525523,,,,,,,,8188_6226,1.0,0.5,0.5,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,50987.235294117636,65.89213214824156,1.8518726471222835,0.028132703702911044,2.313719150197407,1.4082878005763522,0.6087999881525523,10.839330592028471,-0.8945852776827773,1
434,0,41778.17204301075,65.20273509757541,3.5803340226125866,0.05590913463804702,2.973529205792004,2.8755718355230764,0.9265545422672792,40925.141304347824,63.92703559831826,3.756463546465047,0.060095634584969325,3.492494996560381,3.3291644470189534,0.9157036159112941,8201_8203,1.0,0.5,0.5,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,41351.65667367929,64.56488534794684,3.668398784538817,0.05800238461150817,3.2330121011761923,3.1023681412710147,0.9211290790892867,10.629867764308987,-0.7079338798932986,1
435,1,43752.757894736846,64.89586742157611,3.8374713305759056,0.06018777376812474,3.1115246888976547,3.0366577119707867,0.9397050806809952,42490.673684210524,63.69223583308755,3.945557146995292,0.06312677931137994,3.6710739181651717,3.499594614519605,0.9228768179094492,8201_8203,0.5,0.0,0.5,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,43121.71578947369,64.29405162733184,3.8915142387855988,0.06165727653975234,3.3912993035314134,3.2681261632451957,0.9312909492952222,10.671781995827269,-0.7079338798932986,1
436,2,44588.638297872334,64.85507877772865,3.8378832116566017,0.06045710892445445,3.1985361000538792,3.1134403203094325,0.9338229935453924,43415.72340425532,63.54516656810588,4.18132340699603,0.06714467138595695,3.77474382597131,3.6251278865882735,0.92602698901327,8201_8203,0.5,0.5,0.0,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,44002.18085106382,64.20012267291726,4.009603309326316,0.06380089015520571,3.4866399630125944,3.369284103448853,0.9299249912793313,10.69199447646901,-0.7079338798932986,1
437,3,44611.855555555565,64.89755965466797,4.080936650781253,0.06447393995400935,3.259721847783512,3.189654459848571,0.9327210805045624,43507.855555555565,63.660524060383175,4.108025202792796,0.06601270462502681,3.81314220972336,3.645985033444304,0.9160693048731388,8201_8203,0.0,0.0,0.0,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,44059.855555555565,64.27904185752557,4.094480926787025,0.06524332228951808,3.536432028753436,3.4178197466464377,0.9243951926888505,10.693304341993166,-0.7079338798932986,1
438,4,46406.36170212767,65.1344974210914,3.5347297558478084,0.05543417835017103,3.258577177031452,2.9338847485988637,0.8631813730585582,45677.287234042546,63.743768464893684,3.7923366834707952,0.060848151944966136,3.8709892791749416,3.4381029558472016,0.8546882660003521,8201_8203,1.0,1.0,0.0,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,46041.824468085106,64.43913294299254,3.6635332196593016,0.058141165147568584,3.564783228103197,3.1859938522230324,0.8589348195294552,10.737305489941296,-0.7079338798932986,1
439,5,33257.79347826087,66.87747742124961,2.159818075261037,0.03235103881673119,1.924944882681828,1.1432893394094523,0.594315780915603,33170.04347826087,65.74016480600291,1.9645596869142872,0.02998336158338607,2.3153792010227043,1.3685890209296712,0.589857514632326,8201_8203,0.5,0.0,0.5,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,33213.91847826087,66.30882111362627,2.0621888810876623,0.03116720020005863,2.120162041852266,1.2559391801695616,0.5920866477739646,10.41072429832462,-0.7079338798932986,1
440,6,26836.44186046512,67.06875829116811,2.459895606876477,0.03678939008044467,1.454178147626635,0.9794448527664747,0.6727031871583286,26543.48275862069,66.26030365994477,2.1190493809878985,0.03205444863872866,1.74267211841171,1.1438272550154596,0.6572956908539893,8201_8203,0.5,0.5,0.0,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,26689.962309542905,66.66453097555643,2.2894724939321875,0.03442191935958666,1.5984251330191726,1.0616360538909673,0.6649994390061589,10.19204283024107,-0.7079338798932986,1
441,0,40925.141304347824,63.92703559831826,3.756463546465047,0.060095634584969325,3.492494996560381,3.3291644470189534,0.9157036159112941,34717.788888888885,68.45961466516813,4.163503318864061,0.062436210122248086,2.7376937040930907,2.7121751127376674,0.9344065868989976,8203_6930,0.0,0.0,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,37821.465096618354,66.1933251317432,3.959983432664554,0.061265922353608705,3.1150943503267357,3.02066977987831,0.9250551014051458,10.540632080135271,-1.3694913132319937,1
442,1,42490.673684210524,63.69223583308755,3.945557146995292,0.06312677931137994,3.6710739181651717,3.499594614519605,0.9228768179094492,36564.82795698925,68.27690808749719,4.347011428471599,0.06507802285982986,2.8704858818868546,2.828932891031091,0.9386315220423956,8203_6930,1.0,0.5,0.5,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,39527.75082059989,65.98457196029237,4.146284287733446,0.0641024010856049,3.270779900026013,3.164263752775348,0.9307541699759224,10.58475825663504,-1.3694913132319937,1
443,2,43415.72340425532,63.54516656810588,4.18132340699603,0.06714467138595695,3.77474382597131,3.6251278865882735,0.92602698901327,37202.54347826087,68.1327809033263,4.715629518252762,0.07095032922572572,2.9518541851325364,2.9525235039365443,0.94508564714765,8203_6930,0.0,0.0,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,40309.13344125809,65.8389737357161,4.448476462624396,0.06904750030584134,3.363299005551923,3.2888256952624086,0.93555631808046,10.604333358516163,-1.3694913132319937,1
444,3,43507.855555555565,63.660524060383175,4.108025202792796,0.06601270462502681,3.81314220972336,3.645985033444304,0.9160693048731388,37122.83908045977,68.17271036494313,4.602426246424332,0.06922418998300868,2.9601683768056506,2.9285141476386083,0.9311693733375576,8203_6930,0.0,0.0,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,40315.34731800767,65.91661721266316,4.355225724608564,0.06761844730401775,3.3866552932645053,3.287249590541456,0.9236193391053482,10.604487502188242,-1.3694913132319937,1
445,4,45677.287234042546,63.743768464893684,3.7923366834707952,0.060848151944966136,3.8709892791749416,3.4381029558472016,0.8546882660003521,39252.96703296703,68.28815579148042,4.170734547998924,0.06292246774336893,3.0510720116218515,2.8038546980426875,0.8668184077467751,8203_6930,0.5,0.5,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,42465.12713350479,66.01596212818706,3.9815356157348596,0.061885309844167534,3.4610306453983966,3.1209788269449446,0.8607533368735636,10.656438480051728,-1.3694913132319937,1
446,5,33170.04347826087,65.74016480600291,1.9645596869142872,0.02998336158338607,2.3153792010227043,1.3685890209296712,0.589857514632326,28496.965909090908,70.42256557541108,2.558192326843085,0.03641515692612956,1.6477395816849283,0.9562828118289028,0.5814986567626991,8203_6930,0.0,0.0,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,30833.504693675888,68.081365190707,2.2613760068786863,0.033199259254757814,1.9815593913538163,1.162435916379287,0.5856780856975126,10.336357192449695,-1.3694913132319937,1
447,6,26543.48275862069,66.26030365994477,2.1190493809878985,0.03205444863872866,1.74267211841171,1.1438272550154596,0.6572956908539893,22540.939024390245,70.70536320387373,2.697352762527418,0.03824535339690878,1.1996604965602822,0.7981900361629607,0.6672679769047011,8203_6930,0.5,0.5,0.0,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,24542.210891505467,68.48283343190926,2.4082010717576585,0.035149901017818716,1.471166307485996,0.9710086455892102,0.6622818338793452,10.108149807585118,-1.3694913132319937,1
