,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RouteId,Direction,Roadtype,Miles,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SpeedLimit,Shape_Le_2,RuralUrban,AvgVolume,AvgSpeed,StdSpeed,CoefOfVarSpeed,AvgOccupancy,StdOccupancy,CoefOfVarOccupancy,LogVolume,LogSegLength,LaneNumber
32,74318.93188854489,64.35166734971101,2.3038786217697487,0.036318558159625744,3.4380691216270503,2.2644273707067253,0.6393963362997005,68133.9549689441,66.73501189415846,2.341195317938903,0.03525541917711888,3.8884519822939123,2.5368409323019163,0.6380992373621679,8311_6252,6.5,4.0,2.5,263,2,24,1,263,1,263,0,1,262,24,408,E West Expy E,E,Freeway,0.668274090403,0.0,8311,6252,E,2,65863,10,408,125797,65863,55,62,55.0,0.0109930859307,1,71226.4434287445,65.54333962193473,2.322536969854326,0.03578698866837231,3.663260551960481,2.400634151504321,0.6387477868309341,11.1736194249206,-0.40305687462711004,2
33,34429.52713178295,63.380730309114895,3.076108602216966,0.04912634598641448,1.780440010449593,1.2312102383468262,0.6940085638537042,74318.93188854489,64.35166734971101,2.3038786217697487,0.036318558159625744,3.4380691216270503,2.2644273707067253,0.6393963362997005,8315_8311,7.0,3.0,4.0,262,2,23,1,262,1,262,0,1,261,23,408,E West Expy E,E,Freeway,0.22320902867,0.0,8315,8311,E,2,65863,9,408,93000,65863,55,82,55.0,0.00366282338764,1,54374.22951016392,63.86619882941295,2.6899936119933576,0.04272245207302011,2.6092545660383215,1.7478188045267757,0.6667024500767024,10.903645598362571,-1.4996465982626361,2
34,68820.31635802469,63.44495791939384,2.4596416020241865,0.038984640684422124,2.6041166509884692,1.8500819177650716,0.6839793031460312,,,,,,,,8348_7102,4.0,2.5,1.5,269,2,30,1,269,1,269,0,1,268,30,408,E West Expy E,E,Freeway,0.313002872394,0.0,8348,7102,E,2,65863,7,408,133593,65863,65,53,65.0,0.0051300477358,1,68820.31635802469,63.44495791939384,2.4596416020241865,0.038984640684422124,2.6041166509884692,1.8500819177650716,0.6839793031460312,11.139254276231703,-1.1615429115064564,1
35,74237.71048513302,63.987814506192635,2.403667347349656,0.03780546855423427,3.1855649300422377,2.2058839146659,0.6694177531096421,68820.31635802469,63.44495791939384,2.4596416020241865,0.038984640684422124,2.6041166509884692,1.8500819177650716,0.6839793031460312,8355_8348,15.5,11.5,4.0,268,2,29,1,268,1,268,0,1,267,29,408,E West Expy E,E,Freeway,0.483111091583,0.0,8355,8348,E,2,65863,10,408,139500,65863,55,52,55.0,0.00793195022125,1,71529.01342157886,63.71638621279324,2.4316544746869213,0.0383950546193282,2.8948407905153535,2.027982916215486,0.6766985281278366,11.177858428494783,-0.7275086484988303,2
36,56673.38759689923,65.1847654566741,3.058875653135164,0.04738560484083845,3.4228516556460726,2.7585746898282024,0.7634129634707717,56586.90837282781,66.53171220098162,3.758453059013498,0.05732545242954881,3.5076188557151977,3.01360893092453,0.8109784735933867,8408_8412,20.0,16.0,4.0,277,2,38,1,277,1,277,0,1,276,38,408,E West Expy E,E,Freeway,0.565397634032,0.0,8408,8412,E,2,65863,8,408,128500,65863,65,70,65.0,0.00906487505768,1,56630.14798486352,65.85823882882787,3.408664356074331,0.05235552863519363,3.465235255680635,2.8860918103763664,0.7871957185320793,10.944296772292914,-0.5702260183228421,2
37,56586.90837282781,66.53171220098162,3.758453059013498,0.05732545242954881,3.5076188557151977,3.01360893092453,0.8109784735933867,54351.798373983744,65.09525775657382,4.487231488007578,0.06976463353023288,3.6371103662972937,3.569213903221352,0.9001965647008507,8412_7015,26.5,15.5,11.0,276,2,37,1,276,1,276,0,1,275,37,408,E West Expy E,E,Freeway,1.09482016576,0.0,8412,7015,E,2,65863,8,408,128500,65863,65,57,65.0,0.0178687324645,1,55469.35337340578,65.81348497877772,4.122842273510538,0.06354504297989085,3.572364611006246,3.2914114170729407,0.8555875191471187,10.923585955750502,0.09059011759823415,2
38,43509.018604651166,66.8548836658881,2.981737618611685,0.04507799224303618,4.130537126462421,3.213959233009073,0.7546663686486077,43386.706790123455,64.90749689383577,2.8646672253078105,0.04463816923684092,2.5934854220228702,1.9937222116747728,0.7429289531260184,5934_6489,5.5,3.5,2.0,307,2,14,1,307,1,307,0,1,306,14,408,E West Expy W,W,Freeway,0.378712948498,0.0,5934,6489,W,2,65863,6,408,66500,65863,65,86,65.0,0.0061146033158,1,43447.86269738731,65.88119027986193,2.923202421959748,0.04485808073993855,3.362011274242646,2.603840722341923,0.748797660887313,10.679316939550125,-0.9709767526916634,1
39,35604.093933463795,63.96423427301178,3.230040108308605,0.051044970029154264,3.2396453328651056,2.372031963591432,0.7160202019735077,42906.64860681116,60.89998082687172,4.03714978407436,0.06787895112565094,1.8537261963056209,1.5249933221827925,1.2040577765220617,6045_6306,4.0,2.0,2.0,346,2,53,1,346,1,346,0,1,345,53,408,E West Expy W,W,Freeway,0.364528650905,0.0,6045,6306,W,2,65863,5,408,90000,65863,65,93,65.0,0.00599713404367,1,39255.371270137475,62.43210754994175,3.633594946191483,0.059461960577402606,2.546685764585363,1.9485126428871125,0.9600389892477847,10.577843561494584,-1.0091501273166037,1
40,73772.51388888889,66.91811104714098,5.060776869015664,0.0769584486068378,4.265502423147862,3.9174573482238673,0.8565844573657503,78968.0503144654,62.61387428115588,5.556119133044793,0.09028765038446213,3.9195426859441738,3.6826812710626786,0.8731620670758189,6177_8353,18.5,14.0,4.5,328,2,35,1,328,1,328,0,1,327,35,408,E West Expy W,W,Freeway,0.468851634629,0.0,6177,8353,W,2,65863,10,408,139500,65863,55,154,55.0,0.00771233397922,1,76370.28210167715,64.76599266414843,5.308448001030229,0.08362304949564997,4.092522554546018,3.800069309643273,0.8648732622207846,11.243348921756413,-0.7574689046578265,2
41,69030.14043209876,64.32706056363115,4.161514853402721,0.06579737801286026,4.378905761117078,3.7173514856038863,0.7981582519469789,73772.51388888889,66.91811104714098,5.060776869015664,0.0769584486068378,4.265502423147862,3.9174573482238673,0.8565844573657503,6229_6177,5.0,4.5,0.5,325,2,32,1,325,1,325,0,1,324,32,408,E West Expy W,W,Freeway,0.315060560134,0.0,6229,6177,W,2,65863,7,408,139500,65863,55,88,55.0,0.00517066319789,1,71401.32716049382,65.62258580538607,4.6111458612091925,0.07137791330984902,4.32220409213247,3.8174044169138766,0.8273713546563646,11.176071735836913,-1.1549904042413608,1
42,53568.205169628425,57.522614775986135,6.555661048461682,0.11642349082689965,7.518541349083079,5.4943287983205416,0.7102282257133659,29589.628125,51.467619983435576,5.117217747884053,0.10103450503386706,7.178110815594063,4.9912482262009865,0.6796422899148826,6230_8274,23.0,17.5,5.5,321,2,28,1,321,1,321,0,1,320,28,408,E West Expy W,W,Freeway,0.203469708857,0.0,6230,8274,W,3,65863,4,0,23980,65863,55,129,55.0,0.00333259954669,1,41578.91664731421,54.495117379710855,5.8364393981728675,0.10872899793038335,7.348326082338571,5.2427885122607645,0.6949352578141242,10.635348506414427,-1.5922381360044238,0
43,57775.50233281493,65.4795965219313,2.7339178523413614,0.04209572055015992,3.34640645844623,2.6376814151185184,0.7611668162058759,57501.79166666666,66.90616816435947,3.821648134914192,0.05778816286132439,3.5749656942882257,3.072065730361253,0.8119801550707146,6258_6879,2.5,2.0,0.5,341,2,48,1,341,1,341,0,1,340,48,408,E West Expy W,W,Freeway,0.209349816692,0.0,6258,6879,W,2,65863,5,408,74500,65863,65,55,65.0,0.0034235927301999995,1,57638.6469997408,66.19288234314538,3.2777829936277767,0.049941941705742156,3.460686076367228,2.8548735727398857,0.7865734856382953,10.961948576551016,-1.5637486621228134,1
44,37546.35389610389,66.76584109554443,3.604102865838824,0.05459526837987677,3.0749990846865582,2.5229623726182764,0.7934732495916185,37497.97815912637,65.84105392898337,3.5374202979553875,0.05414443417877726,2.2211153349731982,1.8312257750400764,0.795748084316515,6300_8156,4.0,3.0,1.0,300,2,7,1,300,1,300,0,1,299,7,408,E West Expy W,W,Freeway,0.325558727708,0.0,6300,8156,W,2,65863,4,408,73500,65863,65,77,65.0,0.0053384668912700006,1,37522.16602761512,66.3034475122639,3.5707615818971057,0.05436985127932702,2.6480572098298785,2.1770940738291764,0.7946106669540667,10.53268713140095,-1.1222124105417448,0
45,42906.64860681116,60.89998082687172,4.03714978407436,0.06787895112565094,1.8537261963056209,1.5249933221827925,1.2040577765220617,32589.95046439629,60.820263562046854,3.783920330430945,0.06288183935470214,3.294465060156476,2.613567844927333,0.7562037260178179,6306_6308,1.0,0.5,0.5,345,2,52,1,345,1,345,0,1,344,52,408,E West Expy W,W,Freeway,0.383520670377,0.0,6306,6308,W,2,65863,4,408,90000,65863,65,113,65.0,0.00630951160561,1,37748.29953560373,60.86012219445929,3.9105350572526527,0.06538039524017654,2.5740956282310483,2.069280583555063,0.9801307512699398,10.538695708248126,-0.9583617603392051,0
46,7374.650154798762,54.39362647643907,3.117594320509035,0.05736086009644699,0.3785517898898567,0.3743657686447128,0.9589274691661016,69030.14043209876,64.32706056363115,4.161514853402721,0.06579737801286026,4.378905761117078,3.7173514856038863,0.7981582519469789,6307_6229,3.0,3.0,0.0,322,2,29,1,322,1,322,0,1,321,29,408,E West Expy W,W,Freeway,0.314179016856,0.0,6307,6229,W,2,65863,7,408,139500,65863,65,59,65.0,0.00515046464292,1,38202.39529344876,59.36034352003511,3.639554586955878,0.061579119054653624,2.3787287755034674,2.0458586271242996,0.8785428605565402,10.550653496645834,-1.1577923381532558,1
47,32589.95046439629,60.820263562046854,3.783920330430945,0.06288183935470214,3.294465060156476,2.613567844927333,0.7562037260178179,32572.08062015504,64.09884295316014,4.255322244926306,0.0670635286337253,3.7664622038067312,2.844712073359714,0.730448705719187,6308_8005,3.5,2.5,1.0,340,2,47,1,340,1,340,0,1,339,47,408,E West Expy W,W,Freeway,0.218825062291,0.0,6308,8005,W,2,65863,4,408,90000,65863,65,90,65.0,0.00359986760412,1,32581.015542275665,62.4595532576035,4.019621287678626,0.06497268399421371,3.5304636319816036,2.7291399591435237,0.7433262158685024,10.391485052396932,-1.519482670702417,0
48,46232.261829653,64.53281914961079,3.0252530336131174,0.04745493760944195,3.6796110772821433,2.8164972218339552,0.7392408113993849,43415.06611570248,65.0746676755086,2.793200172154624,0.0434359162115538,3.31019390420654,2.400304868574804,0.7129156462368427,6440_8239,5.0,4.0,1.0,314,2,21,1,314,1,314,0,1,313,21,408,E West Expy W,W,Freeway,0.108833365524,0.0,6440,8239,W,2,65863,6,408,66500,65863,65,52,65.0,0.0017901213663,1,44823.663972677736,64.8037434125597,2.9092266028838707,0.045445426910497876,3.494902490744342,2.6084010452043795,0.7260782288181138,10.71049149262318,-2.2179373231543256,1
49,58896.45046439629,61.947798988967975,6.8767549698005626,0.11317104602658712,5.656066636414738,4.690755468755661,0.7894450429244035,53568.205169628425,57.522614775986135,6.555661048461682,0.11642349082689965,7.518541349083079,5.4943287983205416,0.7102282257133659,6737_6230,34.5,22.5,12.0,320,2,27,1,320,1,320,0,1,319,27,408,E West Expy W,W,Freeway,0.312836275073,0.0,6737,6230,W,3,65863,4,0,23980,65863,55,145,55.0,0.005089346157529999,1,56232.32781701235,59.73520688247706,6.7162080091311225,0.11479726842674338,6.587303992748908,5.092542133538101,0.7498366343188847,10.937247098562258,-1.162075308131402,0
50,56834.090625,66.5553828689231,3.862873352386194,0.0586713764909985,3.1694024626147828,2.807533516890477,0.8325919925945658,58014.112654320976,63.92260157477358,4.429960965010535,0.0702639201747789,3.608039871329267,3.522538438577949,0.9144578542086936,6918_8406,18.5,12.0,6.5,332,2,39,1,332,1,332,0,1,331,39,408,E West Expy W,W,Freeway,0.517864622603,0.0,6918,8406,W,2,65863,8,408,128500,65863,65,115,65.0,0.00829181216929,1,57424.10163966048,65.23899222184835,4.146417158698364,0.0644676483328887,3.388721166972025,3.165035977734213,0.8735249234016298,10.958219383371551,-0.6580414172058112,2
51,17948.421461897356,64.8458961540802,2.8815475947952485,0.04455058906784643,2.6838728472431232,1.9412364768034118,0.7052327342718883,25949.24212598425,61.25031631797275,3.454577618732555,0.057032755049367126,3.8530697170449715,2.8112081136037386,0.7115634799652225,6921_8043,6.5,4.5,2.0,347,2,54,1,347,1,347,0,1,346,54,408,E West Expy W,W,Freeway,1.06838052112,0.0,6921,8043,W,2,65863,4,408,68419,65863,65,79,65.0,0.0173560081869,1,21948.8317939408,63.04810623602647,3.1680626067639017,0.05079167205860678,3.2684712821440476,2.376222295203575,0.7083981071185554,9.996469195854251,0.06614397026417981,0
52,33877.304975922954,68.89182527646386,3.915051453966512,0.05824726678482747,2.50958852513956,2.3087554737515146,0.8412797277609365,39169.91203703704,67.437115059169,3.6483828468500095,0.05556030108581705,2.603868366458141,2.348568179514916,0.8216564138895986,6930_8210,3.5,3.0,0.5,305,2,12,1,305,1,305,0,1,304,12,408,E West Expy W,W,Freeway,0.252851879401,0.0,6930,8210,W,2,65863,6,408,73500,65863,65,68,65.0,0.00414314834347,1,36523.60850648,68.16447016781643,3.7817171504082605,0.056903783935322264,2.556728445798851,2.3286618266332155,0.8314680708252675,10.5057141388769,-1.3749514186144784,1
53,31827.938735177868,64.37309343527518,3.1112842497505824,0.04872878645024302,2.95208419486687,2.293094186737376,0.7450179995383407,25041.44715447154,55.38822689095922,3.23183371350418,0.0589420492289254,3.461673076906662,2.572953793694613,0.7348273927302443,6946_8057,10.0,7.5,2.5,344,2,51,1,344,1,344,0,1,343,51,408,E West Expy W,W,Freeway,0.7051978777879999,0.0,6946,8057,W,2,65863,4,408,70000,65863,65,55,65.0,0.011580182401,1,28434.692944824703,59.8806601631172,3.1715589816273813,0.05383541783958421,3.206878635886766,2.433023990215995,0.7399226961342925,10.255365261188652,-0.3492768378390137,0
54,32572.08062015504,64.09884295316014,4.255322244926306,0.0670635286337253,3.7664622038067312,2.844712073359714,0.730448705719187,29375.827160493827,65.72409175786007,4.965805668795967,0.07801530968174275,4.952935955924433,3.662793311637,0.7354065247172479,8005_8013,4.5,4.0,0.5,337,2,44,1,337,1,337,0,1,336,44,408,E West Expy W,W,Freeway,0.346659844981,0.0,8005,8013,W,2,65863,4,408,82724,65863,65,60,65.0,0.00570252184562,1,30973.953890324432,64.9114673555101,4.610563956861137,0.07253941915773403,4.359699079865582,3.253752692498357,0.7329276152182174,10.340901933217571,-1.0594112536478646,0
55,29375.827160493827,65.72409175786007,4.965805668795967,0.07801530968174275,4.952935955924433,3.662793311637,0.7354065247172479,41846.670731707316,63.39613802400208,3.1914127977796647,0.050908055847862135,4.170769156411862,3.2361212050880974,0.7597900168999091,8013_8024,13.0,10.5,2.5,336,2,43,1,336,1,336,0,1,335,43,408,E West Expy W,W,Freeway,0.433746144336,0.0,8013,8024,W,2,65863,5,408,74500,65863,65,70,65.0,0.0071354529158,1,35611.248946100575,64.56011489093108,4.078609233287816,0.06446168276480244,4.561852556168148,3.449457258362549,0.7475982708085784,10.480416848560479,-0.8352958368994816,1
56,41846.670731707316,63.39613802400208,3.1914127977796647,0.050908055847862135,4.170769156411862,3.2361212050880974,0.7597900168999091,28630.521671826627,65.49001069968108,3.7558165372263232,0.05821203599975337,4.0939834744640535,3.1821724625971077,0.7558667747986748,8024_6971,0.0,0.0,0.0,335,2,42,1,335,1,335,0,1,334,42,408,E West Expy W,W,Freeway,0.1860583606,0.0,8024,6971,W,2,65863,5,408,74500,65863,65,79,65.0,0.0030606097926500005,1,35238.59620176697,64.44307436184158,3.4736146675029937,0.054560045923807754,4.132376315437957,3.2091468338426026,0.757828395849292,10.469897243892506,-1.6816948878167355,1
57,25949.24212598425,61.25031631797275,3.454577618732555,0.057032755049367126,3.8530697170449715,2.8112081136037386,0.7115634799652225,31827.938735177868,64.37309343527518,3.1112842497505824,0.04872878645024302,2.95208419486687,2.293094186737376,0.7450179995383407,8043_6946,2.5,1.5,1.0,343,2,50,1,343,1,343,0,1,342,50,408,E West Expy W,W,Freeway,0.10719335292000001,0.0,8043,6946,W,2,65863,4,408,68419,65863,65,53,65.0,0.00175663349943,1,28888.590430581058,62.81170487662396,3.282930934241569,0.05288077074980507,3.4025769559559205,2.552151150170557,0.7282907397517816,10.27120200135896,-2.2331210386111917,0
58,25041.44715447154,55.38822689095922,3.23183371350418,0.0589420492289254,3.461673076906662,2.572953793694613,0.7348273927302443,35604.093933463795,63.96423427301178,3.230040108308605,0.051044970029154264,3.2396453328651056,2.372031963591432,0.7160202019735077,8057_6045,5.0,4.0,1.0,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359,0.0,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.0,0.00348295188912,1,30322.77054396767,59.6762305819855,3.230936910906393,0.05499350962903983,3.3506592048858836,2.4724928786430227,0.725423797351876,10.319654212361641,-1.5521441902201316,1
59,37497.97815912637,65.84105392898337,3.5374202979553875,0.05414443417877726,2.2211153349731982,1.8312257750400764,0.795748084316515,38434.659442724456,64.74451267068976,4.073916310804386,0.06376818649657727,2.7814462369753032,2.5840455255651475,0.8686476712253137,8156_8150,10.5,6.0,4.5,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134,0.0,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.0,0.00755594538579,1,37966.31880092541,65.29278329983657,3.805668304379887,0.058956310337677266,2.5012807859742505,2.207635650302612,0.8321978777709144,10.544454698326385,-0.7749078861902176,1
60,17865.25,63.573040935680076,2.4570457363824394,0.038685438134417424,1.5668150476676854,1.1059120323041345,0.7000091418505513,17948.421461897356,64.8458961540802,2.8815475947952485,0.04455058906784643,2.6838728472431232,1.9412364768034118,0.7052327342718883,8178_6921,3.5,2.5,1.0,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024,0.0,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.0,0.00727306453737,1,17906.83573094868,64.20946854488014,2.6692966655888437,0.04161801360113193,2.1253439474554043,1.5235742545537732,0.7026209380612198,9.792937803340095,-0.6958256684600929,0
61,72141.69734789393,64.29412555148133,2.5713875305296,0.04032222374379528,3.7871393239700017,2.6882220950378586,0.6912285151014065,,,,,,,,8188_6226,7.5,6.0,1.5,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.4087770924750001,0.0,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.0,0.00671932630058,1,72141.69734789393,64.29412555148133,2.5713875305296,0.04032222374379528,3.7871393239700017,2.6882220950378586,0.6912285151014065,11.186387482707131,-0.8945852776827773,1
62,40338.71118012422,65.54255192007588,3.3666072098428588,0.05241305395503628,2.7556380835917538,2.4857810524351063,0.8398049514620888,39523.45341614907,64.34689179859083,3.4235491915165093,0.05441850547049437,3.2555444619006284,2.8823759795278003,0.8279551525241782,8201_8203,4.0,2.5,1.5,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524,0.0,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.0,0.00802848761702,1,39931.082298136644,64.94472185933336,3.3950782006796842,0.05341577971276533,3.005591272746191,2.6840785159814535,0.8338800519931335,10.594910304576905,-0.7079338798932986,1
63,39523.45341614907,64.34689179859083,3.4235491915165093,0.05441850547049437,3.2555444619006284,2.8823759795278003,0.8279551525241782,33877.304975922954,68.89182527646386,3.915051453966512,0.05824726678482747,2.50958852513956,2.3087554737515146,0.8412797277609365,8203_6930,2.0,1.5,0.5,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283,0.0,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.0,0.00417138399653,1,36700.37919603601,66.61935853752735,3.6693003227415106,0.05633288612766092,2.8825664935200943,2.5955657266396575,0.8346174401425573,10.51054236630634,-1.3694913132319937,1
64,39169.91203703704,67.437115059169,3.6483828468500095,0.05556030108581705,2.603868366458141,2.348568179514916,0.8216564138895986,36495.246913580246,66.07296557467659,3.2047726601216584,0.04946351320377501,3.00933931698912,2.4546905019963456,0.7841693542297896,8210_8148,6.5,5.5,1.0,297,2,4,1,297,1,297,0,1,296,4,408,E West Expy W,W,Freeway,0.792189706103,0.0,8210,8148,W,2,65863,4,408,73500,65863,65,49,65.0,0.013009075556999998,1,37832.57947530864,66.75504031692279,3.4265777534858337,0.05251190714479603,2.8066038417236303,2.4016293407556306,0.8029128840596942,10.540925901274196,-0.2329543879421122,0
65,46401.59937888199,62.047694460346975,2.960277107074261,0.04811948566398741,3.776909671914965,2.8196503292044444,0.7220961712104212,46232.261829653,64.53281914961079,3.0252530336131174,0.04745493760944195,3.6796110772821433,2.8164972218339552,0.7392408113993849,8215_6440,6.0,4.0,2.0,313,2,20,1,313,1,313,0,1,312,20,408,E West Expy W,W,Freeway,0.25761408424000004,0.0,8215,6440,W,2,65863,6,408,66500,65863,65,129,65.0,0.00417989880851,1,46316.930604267494,63.29025680497888,2.9927650703436894,0.04778721163671468,3.728260374598554,2.8180737755192,0.7306684913049031,10.743262845031122,-1.3562926114018328,1
66,43415.06611570248,65.0746676755086,2.793200172154624,0.0434359162115538,3.31019390420654,2.400304868574804,0.7129156462368427,43509.018604651166,66.8548836658881,2.981737618611685,0.04507799224303618,4.130537126462421,3.213959233009073,0.7546663686486077,8239_5934,4.5,3.0,1.5,311,2,18,1,311,1,311,0,1,310,18,408,E West Expy W,W,Freeway,0.530374073551,0.0,8239,5934,W,2,65863,6,408,66500,65863,65,121,65.0,0.00871097460343,1,43462.04236017683,65.96477567069834,2.8874688953831544,0.04425695422729499,3.7203655153344806,2.8071320507919384,0.7337910074427252,10.679643246727792,-0.634172722242225,1
67,37903.424572317264,61.208182239753825,3.0619838451448165,0.050417431169271006,3.5188005490638035,2.774533640106503,0.7540511884591159,41484.88117283951,61.43250505034581,2.8160025457740363,0.046205968024267234,4.141679640310223,3.054785654650215,0.7189888419600154,8254_8252,4.5,4.0,0.5,308,2,15,1,308,1,308,0,1,307,15,408,E West Expy W,W,Freeway,0.265913166567,0.0,8254,8252,W,2,65863,6,408,85901,65863,55,162,55.0,0.00437412598084,1,39694.15287257839,61.32034364504982,2.9389931954594264,0.04831169959676912,3.8302400946870137,2.914659647378359,0.7365200152095657,10.588959173021514,-1.3245854649714992,1
68,36847.65217391304,54.998057180685905,2.997315483915438,0.054911320406087316,5.139552330852875,3.5916820507140987,0.6789595294847893,37903.424572317264,61.208182239753825,3.0619838451448165,0.050417431169271006,3.5188005490638035,2.774533640106503,0.7540511884591159,8272_8254,25.0,16.5,8.5,319,2,26,1,319,1,319,0,1,318,26,408,E West Expy W,W,Freeway,0.523750841413,0.0,8272,8254,W,2,65863,6,408,85901,65863,55,67,55.0,0.00861528421267,1,37375.53837311515,58.103119710219865,3.029649664530127,0.05266437578767916,4.3291764399583395,3.1831078454103006,0.7165053589719526,10.528771715221085,-0.6467392012306122,1
69,29589.628125,51.467619983435576,5.117217747884053,0.10103450503386706,7.178110815594063,4.9912482262009865,0.6796422899148826,36847.65217391304,54.998057180685905,2.997315483915438,0.054911320406087316,5.139552330852875,3.5916820507140987,0.6789595294847893,8274_8272,20.5,13.5,7.0,318,2,25,1,318,1,318,0,1,317,25,408,E West Expy W,W,Freeway,0.301334366325,0.0,8274,8272,S,1,65863,7,4,144500,65863,55,0,55.0,0.00495680619726,1,33218.64014945652,53.23283858206074,4.057266615899746,0.0779729127199772,6.158831573223469,4.291465138457543,0.6793009096998359,10.410866447635174,-1.1995347791942559,1
70,80970.56790123456,62.71182906081999,5.046469716537704,0.08171371665452949,4.623053809433952,3.790874529438632,0.7758198140305428,75108.42097026603,62.28858770953392,6.413762132166148,0.10490213774894516,4.43386432246698,4.106809528849904,0.8688304300247218,8309_8313,27.0,19.0,8.0,317,2,24,1,317,1,317,0,1,316,24,408,E West Expy W,W,Freeway,0.396972045378,0.0,8309,8313,W,2,65863,9,408,93000,65863,55,136,55.0,0.00650433139267,1,78039.4944357503,62.500208385176954,5.730115924351926,0.09330792720173733,4.528459065950466,3.948842029144268,0.8223251220276323,11.264970316445309,-0.9238894154391629,2
71,80778.17647058824,61.51889170881141,4.6165336969493165,0.07615933306050385,5.149066538889102,3.911360609144418,0.7304325114460302,80970.56790123456,62.71182906081999,5.046469716537704,0.08171371665452949,4.623053809433952,3.790874529438632,0.7758198140305428,8318_8309,11.0,7.0,4.0,315,2,22,1,315,1,315,0,1,314,22,408,E West Expy W,W,Freeway,0.183840797773,0.0,8318,8309,W,2,65863,9,408,93000,65863,55,68,55.0,0.00302303734189,1,80874.3721859114,62.1153603848157,4.83150170674351,0.07893652485751668,4.886060174161527,3.8511175692915254,0.7531261627382865,11.300652269002269,-1.693685125394806,2
72,78968.0503144654,62.61387428115588,5.556119133044793,0.09028765038446213,3.9195426859441738,3.6826812710626786,0.8731620670758189,72605.59782608696,62.43775078342329,6.64321878412071,0.10865848258747632,5.371169018959087,5.128479715251672,0.8893899478188291,8353_6185,25.5,16.0,9.5,323,2,30,1,323,1,323,0,1,322,30,408,E West Expy W,W,Freeway,0.42615895878,0.0,8353,6185,W,2,65863,10,408,137612,65863,55,163,55.0,0.00701033979363,1,75786.82407027618,62.525812532289585,6.099668958582751,0.09947306648596922,4.6453558524516305,4.405580493157175,0.881276007447324,11.235679731590766,-0.8529428596371252,2
73,25461.083850931678,70.56046082550678,3.1746661532475566,0.04504881380410238,3.198388059584502,1.939463222211241,0.6069324914665991,27682.752921535888,72.04656117367097,2.404888943314417,0.03361048211733855,2.371347046664628,1.6390585519079943,0.6628905154095919,11007_8480,2.0,1.0,1.0,20,2,20,1,20,1,20,21,1,19,21,417,FL-417 N,N,Freeway,0.282986482645,0.00462481575223,11007,8480,E,2,65863,4,417,47407,65863,70,0,70.0,0.00462481575223,1,26571.91838623378,71.30351099958887,2.789777548280987,0.03932964796072047,2.784867553124565,1.7892608870596176,0.6349115034380954,10.18761023736064,-1.2623561469849602,0
74,8690.87284144427,44.64064790190928,2.837358230765496,0.06359872605276529,3.3214395176624145,2.400504796269145,0.7138018256394645,40832.152037617554,67.4525493907911,3.977832895248784,0.059940217000649276,4.223590539785713,3.131386147764496,0.7234604968394777,2529_11876,4.5,2.5,2.0,50,2,50,1,50,1,50,51,1,49,51,417,FL-417 N,N,Freeway,0.155378793407,0.00240078685003,2529,11876,N,2,65863,6,417,71707,65863,70,0,70.0,0.00240078685003,1,24761.51243953091,56.04659864635019,3.40759556300714,0.06176947152670728,3.7725150287240634,2.7659454720168206,0.7186311612394711,10.117045808920498,-1.861889314923145,1
75,46764.4737654321,68.05073517720797,5.285151437993338,0.07909920957607909,3.4778398788825484,3.2363505239067365,0.8568800177330994,45747.611111111124,68.20437250090669,6.395858300250295,0.09577712149661287,5.419222845190227,4.367397910802047,0.7711044353765549,2531_6046,6.0,4.0,2.0,57,2,57,1,57,1,57,58,1,56,58,417,FL-417 N,N,Freeway,0.608960742813,0.00907390128016,2531,6046,N,2,65863,6,417,91500,65863,70,67,70.0,0.00907390128016,1,46256.042438271616,68.12755383905733,5.840504869121817,0.08743816553634598,4.4485313620363875,3.8018742173543916,0.8139922265548272,10.741947381720935,-0.4960014750691977,1
