FID,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,zone_id_st,Shape_Le_1,Up_zone,Down_zone,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
125,126,2,10,1,126,1,126,0,1,125,10,429,FL-429 N,N,Freeway,0.959382957922000,8494_8462,0.000000000000000,8494,8462,E,2,65863,4,429,25600,65863,70,105,70.000000000000000,0.015359581169900
126,127,2,11,1,127,1,127,0,1,126,11,429,FL-429 N,N,Freeway,0.415449274544000,6858_8494,0.000000000000000,6858,8494,N,2,65863,4,429,25600,65863,70,61,70.000000000000000,0.006803870783800
127,128,2,12,1,128,1,128,0,1,127,12,429,FL-429 N,N,Freeway,1.239360674010000,6186_6858,0.000000000000000,6186,6858,N,2,65863,4,429,25600,65863,70,68,70.000000000000000,0.019210989631300
128,129,2,13,1,129,1,129,0,1,128,13,429,FL-429 N,N,Freeway,0.556776556083000,8462_6231,0.000000000000000,8462,6231,E,2,65863,4,429,51670,65863,70,77,70.000000000000000,0.008804746943350
129,130,2,14,1,130,1,130,0,1,129,14,429,FL-429 N,N,Freeway,0.432996428543000,8522_8498,0.000000000000000,8522,8498,W,3,65863,4,50,47500,65863,70,47,70.000000000000000,0.006314991494110
130,131,2,15,1,131,1,131,0,1,130,15,429,FL-429 N,N,Freeway,0.348546973000000,8500_8421,0.000000000000000,8500,8421,N,2,65863,4,429,70235,65863,70,51,70.000000000000000,0.005116154887680
131,132,2,16,1,132,1,132,0,1,131,16,429,FL-429 N,N,Freeway,0.448090903793000,8498_8500,0.000000000000000,8498,8500,N,2,65863,4,429,70235,65863,70,46,70.000000000000000,0.006521624883910
132,133,2,17,1,133,1,133,0,1,132,17,429,FL-429 N,N,Freeway,0.243090348749000,8470_6274,0.000000000000000,8470,6274,N,2,65863,4,429,64000,65863,70,66,70.000000000000000,0.003533280839520
133,134,2,18,1,134,1,134,0,1,133,18,429,FL-429 N,N,Freeway,0.174388282672000,6738_8522,0.000000000000000,6738,8522,E,2,65863,8,91,91446,65863,70,48,70.000000000000000,0.002542638328330
134,135,2,19,1,135,1,135,0,1,134,19,429,FL-429 N,N,Freeway,0.284164913520000,6274_6738,0.000000000000000,6274,6738,N,2,65863,4,429,64000,65863,70,48,70.000000000000000,0.004138680360020
135,136,2,20,1,136,1,136,0,1,135,20,429,FL-429 N,N,Freeway,1.316060562390000,6231_8470,0.000000000000000,6231,8470,E,2,65863,4,429,51670,65863,70,51,70.000000000000000,0.020666110743700
136,137,2,21,1,137,1,137,0,1,136,21,429,FL-429 N,N,Freeway,0.280633475566000,8425_6089,0.000000000000000,8425,6089,N,2,65863,4,429,64500,65863,70,50,70.000000000000000,0.004077348790340
137,138,2,22,1,138,1,138,0,1,137,22,429,FL-429 N,N,Freeway,0.883147628518000,8421_8425,0.000000000000000,8421,8425,N,2,65863,4,429,69256,65863,70,42,70.000000000000000,0.012874391754600
138,139,2,23,1,139,1,139,0,1,138,23,429,FL-429 N,N,Freeway,0.697166914082000,8389_8460,0.000000000000000,8389,8460,N,2,65863,4,429,81000,65863,70,53,70.000000000000000,0.011191120739700
139,140,2,24,1,140,1,140,0,1,139,24,429,FL-429 N,N,Freeway,0.291038455977000,6220_8389,0.000000000000000,6220,8389,E,2,65863,4,429,71570,65863,70,55,70.000000000000000,0.004704630359470
140,141,2,25,1,141,1,141,0,1,140,25,429,FL-429 N,N,Freeway,1.217954665390000,6089_6220,0.000000000000000,6089,6220,N,2,65863,4,429,64500,65863,70,118,70.000000000000000,0.018038480381300
141,142,2,26,1,142,1,142,0,1,141,26,429,FL-429 N,N,Freeway,0.414786972590000,6652_8320,0.000000000000000,6652,8320,N,2,65863,4,429,21000,65863,70,67,70.000000000000000,0.006061493106500
142,143,2,27,1,143,1,143,0,1,142,27,429,FL-429 N,N,Freeway,0.604044548781000,8460_6069,0.000000000000000,8460,6069,N,2,65863,4,429,81000,65863,70,44,70.000000000000000,0.008842221101430
143,144,2,28,1,144,1,144,0,1,143,28,429,FL-429 N,N,Freeway,0.545558459424000,8444_8441,0.000000000000000,8444,8441,N,2,65863,4,429,81000,65863,70,82,70.000000000000000,0.008174562705720
144,145,2,29,1,145,1,145,0,1,144,29,429,FL-429 N,N,Freeway,0.200197714159000,8441_6652,0.000000000000000,8441,6652,N,2,65863,4,429,81000,65863,70,49,70.000000000000000,0.002915863347770
145,146,2,30,1,146,1,146,0,1,145,30,429,FL-429 N,N,Freeway,0.940974073356000,6295_8444,0.000000000000000,6295,8444,N,2,65863,4,429,81000,65863,70,66,70.000000000000000,0.013836112090000
146,147,2,31,1,147,1,147,0,1,146,31,429,FL-429 N,N,Freeway,0.333264836664000,6069_6295,0.000000000000000,6069,6295,N,2,65863,4,429,81000,65863,70,44,70.000000000000000,0.004844452133380
147,148,2,32,1,148,1,148,0,1,147,32,429,FL-429 N,N,Freeway,0.701793216914000,5881_6875,0.000000000000000,5881,6875,N,2,65863,6,429,38500,65863,70,55,70.000000000000000,0.010424321088600
148,149,2,33,1,149,1,149,0,1,148,33,429,FL-429 N,N,Freeway,0.325048595864000,6222_6875,0.000000000000000,6222,6875,N,2,65863,6,429,38500,65863,70,59,70.000000000000000,0.004779540542680
149,150,2,34,1,150,1,150,0,1,149,34,429,FL-429 N,N,Freeway,0.740497466358000,6016_6222,0.000000000000000,6016,6222,W,2,65863,4,414,38500,65863,70,52,70.000000000000000,0.011253786126300
150,151,2,35,1,151,1,151,0,1,150,35,429,FL-429 N,N,Freeway,1.245062423380000,5881_5879,0.000000000000000,5881,5879,W,3,65863,4,441,25000,65863,45,58,70.000000000000000,0.018108598820200
151,152,2,36,1,152,1,152,0,1,151,36,429,FL-429 N,N,Freeway,0.326546594974000,8320_6653,0.000000000000000,8320,6653,S,2,65863,4,451,13600,65863,0,77,70.000000000000000,0.004768361322570
152,153,2,37,1,153,1,153,0,1,152,37,429,FL-429 N,N,Freeway,0.354109345007000,6016_6653,0.000000000000000,6016,6653,E,2,65863,4,414,38500,65863,70,63,70.000000000000000,0.005364508405430
153,154,2,1,1,154,1,154,0,1,153,1,429,FL-429 S,S,Freeway,1.251471516730000,6116_5880,0.000000000000000,6116,5880,W,3,65863,4,441,25000,65863,70,90,70.000000000000000,0.018203412825000
154,155,2,2,1,155,1,155,0,1,154,2,429,FL-429 S,S,Freeway,0.523487256664000,6253_6224,0.000000000000000,6253,6224,S,2,65863,4,429,25600,65863,70,67,70.000000000000000,0.007715584287820
155,156,2,4,1,156,1,156,0,1,155,4,429,FL-429 S,S,Freeway,1.277513029790000,9708_6253,0.000000000000000,9708,6253,S,2,65863,4,429,25600,65863,70,101,70.000000000000000,0.018911674683400
156,157,2,5,1,157,1,157,0,1,156,5,429,FL-429 S,S,Freeway,0.636118816833000,9704_9708,0.000000000000000,9704,9708,S,2,65863,4,429,25600,65863,70,46,70.000000000000000,0.009299215116490
157,158,2,6,1,158,1,158,0,1,157,6,429,FL-429 S,S,Freeway,0.701141028509000,8039_8035,0.000000000000000,8039,8035,S,2,65863,4,429,25600,65863,70,101,70.000000000000000,0.010186282020500
158,159,2,7,1,159,1,159,0,1,158,7,429,FL-429 S,S,Freeway,1.243788291380000,8035_9704,0.000000000000000,8035,9704,S,2,65863,4,429,25600,65863,70,65,70.000000000000000,0.018730484628800
159,160,2,8,1,160,1,160,0,1,159,8,429,FL-429 S,S,Freeway,0.800839649435000,6859_8039,0.000000000000000,6859,8039,S,2,65863,4,429,25600,65863,70,111,70.000000000000000,0.012037727896500
160,161,2,9,1,161,1,161,0,1,160,9,429,FL-429 S,S,Freeway,0.427864777443000,8492_6233,0.000000000000000,8492,6233,S,2,65863,4,429,25600,65863,70,61,70.000000000000000,0.007005944767230
161,162,2,10,1,162,1,162,0,1,161,10,429,FL-429 S,S,Freeway,0.629797241560000,6969_6859,0.000000000000000,6969,6859,S,2,65863,4,429,25600,65863,70,62,70.000000000000000,0.009587767275250
162,163,2,11,1,163,1,163,0,1,162,11,429,FL-429 S,S,Freeway,0.414004085760000,6759_6969,0.000000000000000,6759,6969,S,2,65863,4,429,25600,65863,70,84,70.000000000000000,0.006300891171500
163,164,2,12,1,164,1,164,0,1,163,12,429,FL-429 S,S,Freeway,1.283790616670000,6233_6759,0.000000000000000,6233,6759,S,2,65863,4,429,25600,65863,70,76,70.000000000000000,0.019888784032200
164,165,2,13,1,165,1,165,0,1,164,13,429,FL-429 S,S,Freeway,0.967510003583000,8464_8492,0.000000000000000,8464,8492,W,2,65863,4,429,25600,65863,70,86,70.000000000000000,0.015481832621800
165,166,2,14,1,166,1,166,0,1,165,14,429,FL-429 S,S,Freeway,0.464191004704000,8529_8524,0.000000000000000,8529,8524,S,2,65863,4,429,64000,65863,70,64,70.000000000000000,0.006765972861400
166,167,2,15,1,167,1,167,0,1,166,15,429,FL-429 S,S,Freeway,1.231105042840000,8524_6989,0.000000000000000,8524,6989,W,2,65863,4,429,53390,65863,70,44,70.000000000000000,0.018901929627100
167,168,2,16,1,168,1,168,0,1,167,16,429,FL-429 S,S,Freeway,0.299953468587000,8507_8529,0.000000000000000,8507,8529,W,3,65863,4,50,47500,65863,70,47,70.000000000000000,0.004373973275820
168,169,2,17,1,169,1,169,0,1,168,17,429,FL-429 S,S,Freeway,0.580105995913000,8423_8507,0.000000000000000,8423,8507,S,2,65863,4,429,70581,65863,70,102,70.000000000000000,0.008447504840700
169,170,2,18,1,170,1,170,0,1,169,18,429,FL-429 S,S,Freeway,0.848413117917000,6989_8464,0.000000000000000,6989,8464,W,2,65863,4,429,53390,65863,70,58,70.000000000000000,0.013541189352800
170,171,2,19,1,171,1,171,0,1,170,19,429,FL-429 S,S,Freeway,0.932471570871000,8429_8423,0.000000000000000,8429,8423,S,2,65863,4,429,72592,65863,70,60,70.000000000000000,0.013644356826600
171,172,2,20,1,172,1,172,0,1,171,20,429,FL-429 S,S,Freeway,0.308798478415000,8393_6248,0.000000000000000,8393,6248,S,2,65863,4,429,64500,65863,70,43,70.000000000000000,0.004990569378230
172,173,2,21,1,173,1,173,0,1,172,21,429,FL-429 S,S,Freeway,1.237872165170000,6248_5993,0.000000000000000,6248,5993,S,2,65863,4,429,64500,65863,70,89,70.000000000000000,0.018341342997400
173,174,2,22,1,174,1,174,0,1,173,22,429,FL-429 S,S,Freeway,0.202626820516000,5993_8395,0.000000000000000,5993,8395,S,2,65863,4,429,64500,65863,70,50,70.000000000000000,0.002943942315470
174,175,2,23,1,175,1,175,0,1,174,23,429,FL-429 S,S,Freeway,0.373292190617000,8395_8429,0.000000000000000,8395,8429,S,2,65863,4,429,64500,65863,70,98,70.000000000000000,0.005423528222070
175,176,2,24,1,176,1,176,0,1,175,24,429,FL-429 S,S,Freeway,0.671556703433000,8458_8393,0.000000000000000,8458,8393,W,2,65863,4,429,72601,65863,70,42,70.000000000000000,0.010776328713000
176,177,2,25,1,177,1,177,0,1,176,25,429,FL-429 S,S,Freeway,0.932099072127000,8438_6296,0.000000000000000,8438,6296,S,2,65863,4,429,73457,65863,70,82,70.000000000000000,0.013705635095100
177,178,2,26,1,178,1,178,0,1,177,26,429,FL-429 S,S,Freeway,0.528478076241000,8434_8438,0.000000000000000,8434,8438,S,2,65863,4,429,73457,65863,70,82,70.000000000000000,0.007925797516410
178,179,2,27,1,179,1,179,0,1,178,27,429,FL-429 S,S,Freeway,0.592448460444000,7012_8458,0.000000000000000,7012,8458,S,2,65863,4,429,81000,65863,70,44,70.000000000000000,0.008670839775300
179,180,2,28,1,180,1,180,0,1,179,28,429,FL-429 S,S,Freeway,0.332806957050000,6296_7012,0.000000000000000,6296,7012,S,2,65863,4,429,81000,65863,70,72,70.000000000000000,0.004837895687710
180,181,2,29,1,181,1,181,0,1,180,29,429,FL-429 S,S,Freeway,0.227420345353000,6255_8434,0.000000000000000,6255,8434,S,2,65863,4,429,73457,65863,70,51,70.000000000000000,0.003315232165940
181,182,2,30,1,182,1,182,0,1,181,30,429,FL-429 S,S,Freeway,0.632137811457000,6221_5990,0.000000000000000,6221,5990,E,2,65863,4,414,38500,65863,70,47,70.000000000000000,0.009576818847000
182,183,2,31,1,183,1,183,0,1,182,31,429,FL-429 S,S,Freeway,0.945777286024000,5990_8339,0.000000000000000,5990,8339,S,2,65863,4,429,21000,65863,70,59,70.000000000000000,0.014100801465900
183,184,2,32,1,184,1,184,0,1,183,32,429,FL-429 S,S,Freeway,1.029123034180000,5880_6221,0.000000000000000,5880,6221,S,2,65863,6,429,38500,65863,70,60,70.000000000000000,0.015235862771600
184,185,2,33,1,185,1,185,0,1,184,33,429,FL-429 S,S,Freeway,0.252299707485000,8339_6255,0.000000000000000,8339,6255,S,2,65863,4,451,13600,65863,70,50,70.000000000000000,0.003694098103630
185,186,2,1,1,186,1,186,0,1,185,1,528,FL-528 W,W,Freeway,1.149239296540000,6598_8091,0.000000000000000,6598,8091,S,3,99999,4,520,18615,99999,70,55,70.000000000000000,0.018890256981900
186,187,2,3,1,187,1,187,0,1,186,3,528,FL-528 W,W,Freeway,0.396100453277000,11452_8329,0.000000000000000,11452,8329,W,2,65863,6,528,80539,65863,55,67,55.000000000000000,0.006507565175230
187,188,2,4,1,188,1,188,0,1,187,4,528,FL-528 W,W,Freeway,0.232467719765000,8344_8336,0.000000000000000,8344,8336,W,2,65863,6,528,63500,65863,55,57,55.000000000000000,0.003819713078740
188,189,2,5,1,189,1,189,0,1,188,5,528,FL-528 W,W,Freeway,0.450708500052000,8336_11452,0.000000000000000,8336,11452,W,2,65863,6,528,80539,65863,55,57,55.000000000000000,0.007402806171380
189,190,2,6,1,190,1,190,0,1,189,6,528,FL-528 W,W,Freeway,0.174025220088000,8199_6602,0.000000000000000,8199,6602,W,2,65863,4,528,78462,65863,55,60,55.000000000000000,0.002860377476210
190,191,2,7,1,191,1,191,0,1,190,7,528,FL-528 W,W,Freeway,0.503939869165000,7054_6094,0.000000000000000,7054,6094,W,2,65863,6,528,63500,65863,55,55,55.000000000000000,0.008283064307460
191,192,2,8,1,192,1,192,0,1,191,8,528,FL-528 W,W,Freeway,0.356748765535000,6602_7054,0.000000000000000,6602,7054,W,2,65863,6,528,63500,65863,55,65,55.000000000000000,0.005863710190110
192,193,2,9,1,193,1,193,0,1,192,9,528,FL-528 W,W,Freeway,0.232166139071000,6094_8344,0.000000000000000,6094,8344,W,2,65863,6,528,63500,65863,55,56,55.000000000000000,0.003816026771370
193,194,2,10,1,194,1,194,0,1,193,10,528,FL-528 W,W,Freeway,0.851952168725000,8183_6664,0.000000000000000,8183,6664,W,2,65863,7,528,89199,65863,65,42,65.000000000000000,0.013967229409000
194,195,2,11,1,195,1,195,0,1,194,11,528,FL-528 W,W,Freeway,0.191843413332000,8180_8183,0.000000000000000,8180,8183,W,2,65863,7,528,89199,65863,70,33,70.000000000000000,0.003142207080180
195,196,2,12,1,196,1,196,0,1,195,12,528,FL-528 W,W,Freeway,0.309585350742000,8172_8180,0.000000000000000,8172,8180,W,2,65863,7,528,89199,65863,70,39,70.000000000000000,0.005075409436060
196,197,2,13,1,197,1,197,0,1,196,13,528,FL-528 W,W,Freeway,0.331355761779000,8055_6665,0.000000000000000,8055,6665,W,2,65863,6,528,89199,65863,70,63,70.000000000000000,0.005446220125270
197,198,2,14,1,198,1,198,0,1,197,14,528,FL-528 W,W,Freeway,0.345362370034000,6665_8172,0.000000000000000,6665,8172,W,2,65863,7,528,89199,65863,70,39,70.000000000000000,0.005676334743540
198,199,2,15,1,199,1,199,0,1,198,15,528,FL-528 W,W,Freeway,0.269871958387000,6664_8199,0.000000000000000,6664,8199,W,2,65863,4,528,78462,65863,55,63,55.000000000000000,0.004435676496010
199,200,2,16,1,200,1,200,0,1,199,16,528,FL-528 W,W,Freeway,0.680578221173000,8065_8055,0.000000000000000,8065,8055,S,3,65863,4,15,23000,65863,70,79,70.000000000000000,0.011185967621000
200,201,2,17,1,201,1,201,0,1,200,17,528,FL-528 W,W,Freeway,0.778488873040000,8007_6663,0.000000000000000,8007,6663,W,2,65863,4,528,77500,65863,70,72,70.000000000000000,0.012793491551400
201,202,2,18,1,202,1,202,0,1,201,18,528,FL-528 W,W,Freeway,0.326578194392000,8001_8007,0.000000000000000,8001,8007,N,2,65863,4,417,82802,65863,70,116,70.000000000000000,0.005367835590760
202,203,2,19,1,203,1,203,0,1,202,19,528,FL-528 W,W,Freeway,0.688888188513000,6663_8065,0.000000000000000,6663,8065,W,2,65863,4,528,77500,65863,70,68,70.000000000000000,0.011235723764600
203,204,2,20,1,204,1,204,0,1,203,20,528,FL-528 W,W,Freeway,0.554616518290000,6953_6320,0.000000000000000,6953,6320,W,2,99999,4,528,67500,99999,70,56,70.000000000000000,0.009116147145170
204,205,2,21,1,205,1,205,0,1,204,21,528,FL-528 W,W,Freeway,0.400906790324000,6667_8001,0.000000000000000,6667,8001,W,2,99999,4,528,71737,99999,70,72,70.000000000000000,0.006589546491910
205,206,2,22,1,206,1,206,0,1,205,22,528,FL-528 W,W,Freeway,0.583377203835000,6320_6667,0.000000000000000,6320,6667,W,2,99999,6,528,67500,99999,70,48,70.000000000000000,0.009588809258120
206,207,2,23,1,207,1,207,0,1,206,23,528,FL-528 W,W,Freeway,0.663365749511000,8099_8097,0.000000000000000,8099,8097,W,2,99999,4,528,60096,99999,70,59,70.000000000000000,0.010903681191000
207,208,2,24,1,208,1,208,0,1,207,24,528,FL-528 W,W,Freeway,2.319719795010000,8097_6953,0.000000000000000,8097,6953,W,2,99999,4,528,60096,99999,70,65,70.000000000000000,0.038128620520600
208,209,2,25,1,209,1,209,0,1,208,25,528,FL-528 W,W,Freeway,0.229158921073000,8112_6073,0.000000000000000,8112,6073,W,2,99999,4,528,51210,99999,70,48,70.000000000000000,0.003766476228800
209,210,2,26,1,210,1,210,0,1,209,26,528,FL-528 W,W,Freeway,3.160944260500000,6073_8099,0.000000000000000,6073,8099,W,2,99999,4,528,51210,99999,70,134,70.000000000000000,0.051955934088600
210,211,2,27,1,211,1,211,0,1,210,27,528,FL-528 W,W,Freeway,0.549981743498000,6937_6322,0.000000000000000,6937,6322,W,2,99999,4,528,51210,99999,70,103,70.000000000000000,0.009039883386910
211,212,2,28,1,212,1,212,0,1,211,28,528,FL-528 W,W,Freeway,2.317818073180000,6322_8112,0.000000000000000,6322,8112,W,2,99999,4,528,51210,99999,70,48,70.000000000000000,0.038097294763300
212,213,2,29,1,213,1,213,0,1,212,29,528,FL-528 W,W,Freeway,2.229804390460000,5943_6937,0.000000000000000,5943,6937,W,2,99999,4,528,51210,99999,70,63,70.000000000000000,0.036651279646200
213,214,2,30,1,214,1,214,0,1,213,30,528,FL-528 W,W,Freeway,1.958740204060000,8091_5943,0.000000000000000,8091,5943,W,2,99999,4,528,51210,99999,70,40,70.000000000000000,0.032196142642700
214,215,2,2,1,215,1,215,0,1,214,2,528,FL-528 E,E,Freeway,0.475330651307000,8327_8331,0.000000000000000,8327,8331,E,2,65863,6,528,63500,65863,55,67,55.000000000000000,0.007809394302300
215,216,2,3,1,216,1,216,0,1,215,3,528,FL-528 E,E,Freeway,0.507032029672000,6947_8301,0.000000000000000,6947,8301,E,2,65863,6,528,63500,65863,55,55,55.000000000000000,0.008333701719710
216,217,2,4,1,217,1,217,0,1,216,4,528,FL-528 E,E,Freeway,0.229515974678000,8341_6947,0.000000000000000,8341,6947,E,2,65863,6,528,63500,65863,55,60,55.000000000000000,0.003772482615800
217,218,2,5,1,218,1,218,0,1,217,5,528,FL-528 E,E,Freeway,0.604560913417000,8331_8341,0.000000000000000,8331,8341,E,2,65863,6,528,63500,65863,55,59,55.000000000000000,0.009931149602980
218,219,2,6,1,219,1,219,0,1,218,6,528,FL-528 E,E,Freeway,0.213732098865000,8301_8296,0.000000000000000,8301,8296,E,2,65863,4,528,71692,65863,55,55,55.000000000000000,0.003513053607200
219,220,2,7,1,220,1,220,0,1,219,7,528,FL-528 E,E,Freeway,0.736773443150000,8296_8190,0.000000000000000,8296,8190,E,2,65863,6,528,89199,65863,55,62,55.000000000000000,0.012108920927400
220,221,2,8,1,221,1,221,0,1,220,8,528,FL-528 E,E,Freeway,0.420730895759000,8190_8186,0.000000000000000,8190,8186,E,2,65863,6,528,89199,65863,65,47,65.000000000000000,0.006894680152090
221,222,2,9,1,222,1,222,0,1,221,9,528,FL-528 E,E,Freeway,0.783069502972000,8186_8176,0.000000000000000,8186,8176,E,2,65863,7,528,89199,65863,70,44,65.000000000000000,0.012834110764100
222,223,2,10,1,223,1,223,0,1,222,10,528,FL-528 E,E,Freeway,0.347769311610000,8176_6156,0.000000000000000,8176,6156,E,2,65863,7,528,89199,65863,70,39,70.000000000000000,0.005715874431510
223,224,2,11,1,224,1,224,0,1,223,11,528,FL-528 E,E,Freeway,0.683164709328000,8052_8060,0.000000000000000,8052,8060,E,2,65863,5,528,83443,65863,70,63,70.000000000000000,0.011228157921400
224,225,2,12,1,225,1,225,0,1,224,12,528,FL-528 E,E,Freeway,0.330283548486000,6156_8052,0.000000000000000,6156,8052,E,2,65863,6,528,89199,65863,70,57,70.000000000000000,0.005428500371100
225,226,2,13,1,226,1,226,0,1,225,13,528,FL-528 E,E,Freeway,0.888061025934000,8074_8019,0.000000000000000,8074,8019,E,2,65863,4,528,73393,65863,70,82,70.000000000000000,0.014596795822900
226,227,2,14,1,227,1,227,0,1,226,14,528,FL-528 E,E,Freeway,0.682798007697000,8060_6666,0.000000000000000,8060,6666,E,2,65863,4,528,77500,65863,70,64,70.000000000000000,0.011134168820000
227,228,2,15,1,228,1,228,0,1,227,15,528,FL-528 E,E,Freeway,0.508568576953000,6666_8074,0.000000000000000,6666,8074,E,2,65863,4,528,77500,65863,70,69,70.000000000000000,0.008356932925340
228,229,2,16,1,229,1,229,0,1,228,16,528,FL-528 E,E,Freeway,0.694395902645000,8019_6319,0.000000000000000,8019,6319,E,2,99999,6,528,67500,99999,70,48,70.000000000000000,0.011413682263000
229,230,2,17,1,230,1,230,0,1,229,17,528,FL-528 E,E,Freeway,2.319642533460000,6945_8095,0.000000000000000,6945,8095,E,2,99999,4,528,67500,99999,70,57,70.000000000000000,0.038127531393900
230,231,2,18,1,231,1,231,0,1,230,18,528,FL-528 E,E,Freeway,0.554688079953000,6319_6945,0.000000000000000,6319,6945,E,2,99999,4,528,67500,99999,70,98,70.000000000000000,0.009117232818020
231,232,2,19,1,232,1,232,0,1,231,19,528,FL-528 E,E,Freeway,3.044180501160000,8101_6488,0.000000000000000,8101,6488,E,2,99999,4,528,51210,99999,70,44,70.000000000000000,0.050036772779000
232,233,2,20,1,233,1,233,0,1,232,20,528,FL-528 E,E,Freeway,0.663555959976000,8095_8101,0.000000000000000,8095,8101,E,2,99999,4,528,58498,99999,70,59,70.000000000000000,0.010906764392300
233,234,2,21,1,234,1,234,0,1,233,21,528,FL-528 E,E,Freeway,2.317934921490000,8109_6321,0.000000000000000,8109,6321,E,2,99999,4,528,51210,99999,70,56,70.000000000000000,0.038099169153100
234,235,2,22,1,235,1,235,0,1,234,22,528,FL-528 E,E,Freeway,0.345291060279000,6488_8109,0.000000000000000,6488,8109,E,2,99999,4,528,51210,99999,70,51,70.000000000000000,0.005675320549120
235,236,2,23,1,236,1,236,0,1,235,23,528,FL-528 E,E,Freeway,2.261163299010000,7008_7061,0.000000000000000,7008,7061,E,2,99999,4,528,51210,99999,70,43,70.000000000000000,0.037166352061200
236,237,2,24,1,237,1,237,0,1,236,24,528,FL-528 E,E,Freeway,0.466456083110000,6321_7008,0.000000000000000,6321,7008,E,2,99999,4,528,51210,99999,70,73,70.000000000000000,0.007666994333590
237,238,2,25,1,238,1,238,0,1,237,25,528,FL-528 E,E,Freeway,2.011291984250000,7061_8083,0.000000000000000,7061,8083,E,2,99999,4,528,51210,99999,70,51,70.000000000000000,0.033059874188900
238,239,2,26,1,239,1,239,0,1,238,26,528,FL-528 E,E,Freeway,1.153924521550000,8083_6824,0.000000000000000,8083,6824,S,3,99999,4,520,18615,99999,70,83,70.000000000000000,0.018966968537900
239,240,2,1,1,240,1,240,0,1,239,1,408,E West Expy E,E,Freeway,0.262477307822000,6225_8114,0.000000000000000,6225,8114,E,2,65863,4,408,51146,65863,55,90,55.000000000000000,0.004251774834430
240,241,2,2,1,241,1,241,0,1,240,2,408,E West Expy E,E,Freeway,0.576547645962000,8114_8152,0.000000000000000,8114,8152,E,2,65863,6,408,60500,65863,65,55,65.000000000000000,0.009453088583530
241,242,2,3,1,242,1,242,0,1,241,3,408,E West Expy E,E,Freeway,0.794468178966000,8144_8146,0.000000000000000,8144,8146,E,2,65863,4,408,73500,65863,65,77,65.000000000000000,0.013046744358200
242,243,2,4,1,243,1,243,0,1,242,4,408,E West Expy E,E,Freeway,0.325527973797000,8154_6302,0.000000000000000,8154,6302,E,2,65863,4,408,73500,65863,65,87,65.000000000000000,0.005337286923180
243,244,2,5,1,244,1,244,0,1,243,5,408,E West Expy E,E,Freeway,0.190676523465000,8152_8154,0.000000000000000,8152,8154,E,2,65863,6,408,73500,65863,65,77,65.000000000000000,0.003127398187860
244,245,2,6,1,245,1,245,0,1,244,6,408,E West Expy E,E,Freeway,0.252243134747000,8146_6068,0.000000000000000,8146,6068,E,2,65863,6,408,73500,65863,65,67,65.000000000000000,0.004132540150710
245,246,2,7,1,246,1,246,0,1,245,7,408,E West Expy E,E,Freeway,0.329424838016000,6788_8144,0.000000000000000,6788,8144,E,2,65863,4,408,73500,65863,65,90,65.000000000000000,0.005416234935820
246,247,2,8,1,247,1,247,0,1,246,8,408,E West Expy E,E,Freeway,0.493190540102000,6302_6788,0.000000000000000,6302,6788,E,2,65863,4,408,73500,65863,65,59,65.000000000000000,0.008087191225980
247,248,2,9,1,248,1,248,0,1,247,9,408,E West Expy E,E,Freeway,0.492966891604000,8208_8205,0.000000000000000,8208,8205,N,3,65863,6,435,35610,65863,65,110,65.000000000000000,0.008034852564240
248,249,2,10,1,249,1,249,0,1,248,10,408,E West Expy E,E,Freeway,0.654533766357000,8205_6294,0.000000000000000,8205,6294,E,2,65863,6,408,66500,65863,65,65,65.000000000000000,0.010768016506200
249,250,2,11,1,250,1,250,0,1,249,11,408,E West Expy E,E,Freeway,0.327148275026000,6294_5905,0.000000000000000,6294,5905,E,2,65863,6,408,66500,65863,65,63,65.000000000000000,0.005382123655090
250,251,2,12,1,251,1,251,0,1,250,12,408,E West Expy E,E,Freeway,0.252460012189000,6068_8208,0.000000000000000,6068,8208,E,2,65863,6,408,73500,65863,65,67,65.000000000000000,0.004140504381780
251,252,2,13,1,252,1,252,0,1,251,13,408,E West Expy E,E,Freeway,0.245471493626000,6014_8237,0.000000000000000,6014,8237,E,2,65863,6,408,66500,65863,65,121,65.000000000000000,0.004026010421140
252,253,2,14,1,253,1,253,0,1,252,14,408,E West Expy E,E,Freeway,0.427382923572000,5905_6014,0.000000000000000,5905,6014,E,2,65863,6,408,66500,65863,65,86,65.000000000000000,0.006911557695530
253,254,2,15,1,254,1,254,0,1,253,15,408,E West Expy E,E,Freeway,0.226706669041000,8267_6679,0.000000000000000,8267,6679,E,2,65863,6,408,87957,65863,55,79,55.000000000000000,0.003729223191990
254,255,2,16,1,255,1,255,0,1,254,16,408,E West Expy E,E,Freeway,0.211098484251000,8248_8267,0.000000000000000,8248,8267,E,2,65863,6,408,85500,65863,55,95,55.000000000000000,0.003472461823360
255,256,2,17,1,256,1,256,0,1,255,17,408,E West Expy E,E,Freeway,0.265859066452000,8242_8248,0.000000000000000,8242,8248,S,3,65863,4,17,35500,65863,55,131,55.000000000000000,0.004373269392940
